Dataset ID,Test Name,Parameters,P-Value,Alpha,Conclusion
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample6,Bivariate Equivalence Test,"K=8, #class1=251, #class2=335",0.0199800199800199,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample7,KS Test,,7.769244135797188e-06,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample7,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",1.0,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample7,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.912087912087912,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample7,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.8171828171828172,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample7,Bivariate Equivalence Test,"K=23, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample8,KS Test,,0.0001562644391825,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample8,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.984015984015984,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample8,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.5754245754245755,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample8,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.8421578421578422,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample8,Bivariate Equivalence Test,"K=8, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample9,KS Test,,1.867418046362564e-05,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample9,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.922077922077922,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample9,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.8991008991008991,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample9,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.7972027972027972,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample9,Bivariate Equivalence Test,"K=15, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample10,KS Test,,7.116166131825091e-06,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample10,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",1.0,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample10,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.3416583416583416,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample10,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.1178821178821178,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample10,Bivariate Equivalence Test,"K=24, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample11,KS Test,,0.0003272731501047,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample11,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.998001998001998,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample11,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.8641358641358642,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample11,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.8821178821178821,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample11,Bivariate Equivalence Test,"K=8, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample12,KS Test,,0.0008668867267206,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample12,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.5564435564435565,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample12,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.8731268731268731,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample12,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.5264735264735265,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample12,Bivariate Equivalence Test,"K=8, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample13,KS Test,,0.0013734909949109,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample13,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.7762237762237763,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample13,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.4385614385614386,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample13,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.936063936063936,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample13,Bivariate Equivalence Test,"K=8, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample14,KS Test,,2.412314403219122e-05,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample14,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.993006993006993,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample14,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.982017982017982,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample14,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.5144855144855145,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample14,Bivariate Equivalence Test,"K=24, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample15,KS Test,,0.001352032527272,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample15,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.3726273726273726,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample15,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.0369630369630369,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample15,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.0969030969030969,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample15,Bivariate Equivalence Test,"K=12, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample16,KS Test,,0.0001290559935252,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample16,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.7542457542457542,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample16,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.5234765234765235,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample16,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.942057942057942,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample16,Bivariate Equivalence Test,"K=24, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample17,KS Test,,0.0139276735279946,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample17,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.8931068931068931,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample17,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.993006993006993,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample17,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.97002997002997,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample17,Bivariate Equivalence Test,"K=24, #class1=251, #class2=335",0.0019980019980019,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample18,KS Test,,0.0039334960894861,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample18,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.967032967032967,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample18,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.993006993006993,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample18,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.957042957042957,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample18,Bivariate Equivalence Test,"K=23, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample19,KS Test,,0.0124495415061569,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample19,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.998001998001998,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample19,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",1.0,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample19,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.992007992007992,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample19,Bivariate Equivalence Test,"K=11, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample20,KS Test,,0.0003076614342687,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample20,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.2537462537462537,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample20,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.8051948051948052,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample20,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.8361638361638362,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample20,Bivariate Equivalence Test,"K=8, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample21,KS Test,,0.0426832198251729,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample21,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.7192807192807192,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample21,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.2467532467532467,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample21,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.7972027972027972,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample21,Bivariate Equivalence Test,"K=23, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample22,KS Test,,0.0002154692243979,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample22,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.7392607392607392,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample22,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.8831168831168831,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample22,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.6893106893106893,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample22,Bivariate Equivalence Test,"K=8, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample23,KS Test,,0.0210261365412218,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample23,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.999000999000999,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample23,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.8421578421578422,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample23,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.995004995004995,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample23,Bivariate Equivalence Test,"K=8, #class1=251, #class2=335",0.0019980019980019,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample24,KS Test,,0.0099930535835663,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample24,Independence Test (Color: 0),"K_marg=8, K_joint=9, n_samples=898",0.0079920079920079,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample24,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.956043956043956,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample24,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.3766233766233766,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample24,Bivariate Equivalence Test,"K=8, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample25,KS Test,,0.000641525629771,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample25,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.7192807192807192,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample25,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.3416583416583416,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample25,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.8511488511488512,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample25,Bivariate Equivalence Test,"K=8, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample26,KS Test,,0.0008458598323858,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample26,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.975024975024975,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample26,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.8631368631368631,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample26,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.6313686313686314,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample26,Bivariate Equivalence Test,"K=8, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample27,KS Test,,0.0002766616463108,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample27,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.6853146853146853,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample27,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",0.6643356643356644,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample27,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.6163836163836164,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample27,Bivariate Equivalence Test,"K=24, #class1=251, #class2=335",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample28,KS Test,,0.0073812116804517,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample28,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.9010989010989012,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-2kNodes_Sample28,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=898",1.0,0.0055555555555555,Fail to Reject H0
