node1,node2,flow,degree,class
32583,75163,1.0,2,1
16347,17620,1.0,7,1
32584,68188,1.0,3,1
48863,75349,1.0,6,1
35045,77755,1.0,6,1
37458,80399,1.0,3,1
37457,80398,1.0,2,1
48868,93825,1.0,2,1
52153,62002,1.0,5,1
16313,46899,1.0,3,1
52155,97830,1.0,4,1
52156,97831,1.0,3,1
28860,52158,-1.0,4,1
16323,60823,1.0,2,1
52159,97832,1.0,2,1
31977,48864,-1.0,5,1
42732,59025,1.0,6,1
52146,97823,1.0,2,1
25602,29831,-1.0,4,1
29828,72335,1.0,4,1
38543,81536,1.0,2,1
32556,75135,1.0,3,1
675,16238,-1.0,40,0
44060,52132,-1.0,5,1
36564,67437,1.0,5,1
24505,48895,-1.0,7,1
45997,52133,-1.0,8,1
42728,56592,1.0,4,1
44745,88764,1.0,3,1
36563,54065,1.0,6,1
52134,97810,1.0,3,1
42729,86494,1.0,5,1
1508,16251,-1.0,42,0
41352,84797,1.0,3,1
52135,97811,1.0,2,1
32561,75138,1.0,3,1
32554,75133,1.0,3,1
18811,32553,-1.0,3,1
26973,29130,1.0,7,1
10424,16234,-1.0,6,1
36567,79033,1.0,5,1
16216,19556,1.0,6,1
16218,55028,1.0,6,1
36566,40554,1.0,3,1
16219,33206,1.0,6,1
48899,93855,1.0,2,1
36565,55032,1.0,6,1
39725,82913,1.0,3,1
42727,86493,1.0,5,1
16228,60773,1.0,4,1
15407,52131,-1.0,5,1
35468,78183,1.0,2,1
23334,25167,-1.0,6,1
35040,57479,1.0,3,1
42730,86495,1.0,3,1
52136,97812,1.0,2,1
1236,25164,-1.0,86,0
28157,52142,-1.0,8,1
36558,43263,1.0,4,1
852,6410,-1.0,66,0
21884,48887,-1.0,4,1
36557,79430,1.0,4,1
32567,75145,1.0,3,1
42731,63389,1.0,3,1
14958,35683,-1.0,7,1
48886,93841,1.0,3,1
32570,33501,1.0,6,1
29823,72326,1.0,4,1
48885,90892,1.0,7,1
48884,48885,1.0,6,1
52144,97822,1.0,2,1
24010,32571,-1.0,4,1
35043,77754,1.0,2,1
32566,75144,1.0,3,1
48888,93843,1.0,3,1
25950,68629,1.0,3,1
32562,63008,1.0,5,1
36560,79434,1.0,2,1
48893,93853,1.0,6,1
16257,60787,1.0,2,1
34698,77378,1.0,2,1
32564,75143,1.0,3,1
29824,72330,1.0,2,1
19739,52138,-1.0,6,1
52139,97815,1.0,2,1
52140,97816,1.0,2,1
52141,97817,1.0,2,1
48889,93846,1.0,3,1
42716,86475,1.0,2,1
16042,49402,1.0,6,1
36583,79461,1.0,4,1
40589,44284,-1.0,4,1
42697,80571,1.0,4,1
15877,60567,1.0,3,1
48986,93998,1.0,3,1
41390,84844,1.0,2,1
6616,13392,1.0,8,1
12839,34711,-1.0,8,1
15881,37632,1.0,7,1
52072,97714,1.0,2,1
48983,93997,1.0,3,1
15883,60571,1.0,5,1
37757,44761,-1.0,3,1
29927,37969,1.0,5,1
52071,61169,1.0,4,1
48982,93996,1.0,2,1
23916,32466,-1.0,4,1
52069,97706,1.0,3,1
29928,65988,1.0,7,1
25938,26760,1.0,7,1
19620,32461,-1.0,7,1
52064,97700,1.0,2,1
13245,44762,-1.0,3,1
13938,52065,-1.0,8,1
52066,97701,1.0,2,1
48990,52267,1.0,5,1
26962,44514,1.0,8,1
24832,52067,-1.0,5,1
39906,48988,-1.0,4,1
41391,84845,1.0,2,1
22038,29930,-1.0,7,1
25185,67981,1.0,2,1
48981,93995,1.0,3,1
48980,79164,1.0,6,1
52104,97769,1.0,3,1
15897,38198,1.0,3,1
6596,33617,1.0,4,1
48972,84320,1.0,4,1
48970,80671,1.0,4,1
32471,75044,1.0,2,1
29914,72411,1.0,2,1
16460,32472,-1.0,8,1
33984,48968,-1.0,4,1
29912,72408,1.0,5,1
44760,88774,1.0,2,1
32474,49772,1.0,5,1
36579,43521,1.0,3,1
22715,48967,-1.0,7,1
32040,48973,-1.0,6,1
42700,86454,1.0,3,1
34348,36581,-1.0,5,1
29916,72413,1.0,2,1
24719,42698,-1.0,8,1
37433,80378,1.0,3,1
29925,72423,1.0,3,1
38244,42699,-1.0,4,1
52073,97717,1.0,2,1
25940,68617,1.0,5,1
48979,93994,1.0,2,1
29922,72421,1.0,4,1
29921,45101,1.0,7,1
29919,72419,1.0,3,1
35027,77741,1.0,3,1
48976,60568,1.0,6,1
48975,93984,1.0,3,1
6601,51718,1.0,6,1
29917,35808,1.0,6,1
36582,52878,1.0,7,1
48991,94003,1.0,3,1
44763,88777,1.0,3,1
48992,94007,1.0,2,1
15843,60538,1.0,4,1
52057,97687,1.0,2,1
3704,49010,-1.0,7,1
52058,97688,1.0,6,1
29938,72442,1.0,2,1
34036,52059,-1.0,8,1
4116,32446,-1.0,44,0
49009,94021,1.0,2,1
41392,84846,1.0,4,1
37720,49008,-1.0,3,1
19757,49007,-1.0,7,1
49005,94020,1.0,2,1
15847,60542,1.0,2,1
15849,60543,1.0,2,1
26714,69334,1.0,2,1
32444,34383,1.0,6,1
36589,79464,1.0,4,1
32439,75027,1.0,6,1
2168,42687,-1.0,84,0
25500,49017,-1.0,5,1
49016,94025,1.0,2,1
21956,44769,-1.0,4,1
34793,49015,-1.0,5,1
10326,42689,-1.0,5,1
37428,80376,1.0,3,1
29540,49014,-1.0,6,1
49012,94024,1.0,2,1
32443,38175,1.0,3,1
52055,97685,1.0,2,1
27927,36590,-1.0,4,1
42691,47108,1.0,8,1
39094,56634,1.0,5,1
6662,47459,1.0,6,1
32449,38740,1.0,8,1
49002,94019,1.0,2,1
44767,88782,1.0,2,1
18750,42694,-1.0,8,1
22076,37431,-1.0,4,1
25935,68614,1.0,4,1
38553,81547,1.0,2,1
22722,52063,-1.0,8,1
32456,75035,1.0,2,1
13436,48996,-1.0,7,1
42695,86445,1.0,2,1
41393,77567,1.0,4,1
48994,94009,1.0,3,1
48993,94008,1.0,3,1
2953,29933,-1.0,8,1
6628,55361,1.0,2,1
25937,68616,1.0,2,1
48997,53888,1.0,4,1
49001,94018,1.0,2,1
48998,94016,1.0,4,1
38555,69200,1.0,4,1
44766,88781,1.0,2,1
15852,35335,1.0,8,1
44765,88780,1.0,3,1
44764,88779,1.0,2,1
42693,74768,1.0,3,1
23198,32450,-1.0,6,1
36510,52061,-1.0,4,1
38554,81548,1.0,2,1
15855,25982,1.0,6,1
15859,60550,1.0,6,1
36585,36775,1.0,6,1
27312,44285,-1.0,4,1
32451,75032,1.0,6,1
32452,75033,1.0,3,1
26960,69583,1.0,3,1
38607,41387,-1.0,4,1
22270,48965,-1.0,6,1
6537,55331,1.0,2,1
44757,49086,1.0,4,1
44756,44757,1.0,4,1
32502,41577,1.0,6,1
52098,97752,1.0,3,1
35034,77747,1.0,2,1
52099,97753,1.0,2,1
14917,15965,-1.0,6,1
48939,93937,1.0,3,1
15987,32729,1.0,3,1
48938,74008,1.0,5,1
48937,93936,1.0,4,1
48936,65606,1.0,5,1
6536,55329,1.0,2,1
12021,48935,-1.0,8,1
52101,97756,1.0,3,1
32498,75068,1.0,2,1
36814,52096,-1.0,5,1
27559,44758,-1.0,3,1
29892,35578,1.0,5,1
48945,93951,1.0,2,1
23318,25182,-1.0,8,1
52093,77223,1.0,4,1
48944,93950,1.0,2,1
4158,6548,-1.0,50,0
39097,82180,1.0,4,1
48943,93949,1.0,2,1
52094,72564,1.0,5,1
52095,97750,1.0,2,1
15968,19554,1.0,5,1
38173,48942,-1.0,4,1
25947,30538,1.0,8,1
23333,25180,-1.0,6,1
41380,84831,1.0,2,1
27627,29893,-1.0,6,1
36577,74569,1.0,4,1
41375,84822,1.0,3,1
41374,52758,1.0,5,1
16019,60649,1.0,4,1
48928,68241,1.0,5,1
29879,72384,1.0,8,1
48927,93925,1.0,5,1
48926,90925,1.0,5,1
29878,64461,1.0,5,1
37438,80384,1.0,3,1
41584,48925,-1.0,6,1
42713,86473,1.0,2,1
25175,67968,1.0,2,1
29874,39385,1.0,8,1
29873,42964,1.0,6,1
11069,16041,-1.0,8,1
29883,72387,1.0,4,1
34746,48932,-1.0,6,1
16012,60644,1.0,2,1
16000,37174,1.0,8,1
52102,97757,1.0,3,1
14809,16001,-1.0,5,1
42710,86470,1.0,3,1
42712,86471,1.0,2,1
34704,64628,1.0,6,1
32505,75077,1.0,3,1
32506,48371,1.0,3,1
32507,75078,1.0,4,1
41377,84823,1.0,2,1
45108,84988,1.0,5,1
16006,21235,1.0,4,1
35593,73542,1.0,4,1
16011,60643,1.0,3,1
48929,93928,1.0,2,1
29885,66153,1.0,3,1
52092,53280,1.0,6,1
48946,55287,1.0,6,1
52076,97723,1.0,2,1
15928,49024,1.0,3,1
26966,69587,1.0,5,1
48958,77446,1.0,4,1
15924,60597,1.0,4,1
52080,97728,1.0,3,1
39096,82178,1.0,2,1
32483,41506,1.0,5,1
15931,23659,1.0,4,1
19406,25183,-1.0,6,1
48957,93966,1.0,3,1
32485,75053,1.0,3,1
52081,97729,1.0,2,1
52082,97730,1.0,2,1
42704,86458,1.0,4,1
15935,15936,1.0,5,1
29642,37434,-1.0,5,1
23997,26712,-1.0,5,1
48960,93968,1.0,3,1
48961,93969,1.0,2,1
15921,60594,1.0,4,1
52077,61370,1.0,3,1
39095,82176,1.0,3,1
20648,25942,-1.0,6,1
13335,35029,-1.0,7,1
15911,42283,1.0,4,1
48964,93970,1.0,2,1
46235,48963,-1.0,6,1
42702,86457,1.0,6,1
15917,55127,1.0,4,1
15919,17346,1.0,6,1
32478,75048,1.0,3,1
34708,77385,1.0,2,1
32479,75051,1.0,2,1
32480,75052,1.0,2,1
46735,52083,-1.0,8,1
15936,27550,1.0,5,1
15937,60604,1.0,6,1
41384,84834,1.0,3,1
27401,52088,-1.0,8,1
41382,41442,1.0,6,1
48871,48951,-1.0,5,1
15953,60607,1.0,4,1
48950,92529,1.0,4,1
52089,97742,1.0,3,1
52090,97745,1.0,2,1
15958,60609,1.0,4,1
17333,48948,-1.0,6,1
42707,86462,1.0,2,1
45106,47300,1.0,5,1
42708,86463,1.0,3,1
3658,37435,-1.0,52,0
35595,77108,1.0,4,1
35039,45102,-1.0,4,1
15949,18839,1.0,8,1
52084,97731,1.0,2,1
15941,60605,1.0,4,1
3368,6560,-1.0,6,1
9377,48955,-1.0,5,1
13238,15942,-1.0,3,1
17500,48954,-1.0,8,1
15945,25523,1.0,5,1
12047,44759,-1.0,5,1
29908,72403,1.0,4,1
42706,46811,1.0,8,1
52087,97739,1.0,2,1
35039,45103,-1.0,4,1
6556,13444,1.0,4,1
48952,93964,1.0,2,1
26524,42734,-1.0,7,1
16349,18446,1.0,5,1
42774,86542,1.0,2,1
34102,52240,-1.0,5,1
29708,68765,1.0,4,1
16702,19601,1.0,4,1
3175,16703,-1.0,43,0
52241,97914,1.0,4,1
16704,22904,1.0,5,1
42773,86541,1.0,4,1
39129,82216,1.0,2,1
48705,72951,1.0,4,1
39130,82217,1.0,2,1
42775,61873,1.0,6,1
16707,61112,1.0,5,1
35590,78325,1.0,2,1
32663,41792,1.0,7,1
32664,75240,1.0,3,1
48708,93632,1.0,2,1
25140,25141,-1.0,5,1
48713,63845,1.0,6,1
38954,52234,-1.0,4,1
39851,52235,-1.0,4,1
16686,61099,1.0,2,1
52236,77612,1.0,4,1
35115,39127,-1.0,5,1
48715,93640,1.0,2,1
16693,61101,1.0,2,1
48714,93638,1.0,2,1
15545,16694,-1.0,4,1
52239,97913,1.0,2,1
16695,61103,1.0,6,1
32658,70105,1.0,3,1
32659,75237,1.0,3,1
25142,67927,1.0,2,1
42735,86506,1.0,2,1
52247,97922,1.0,3,1
25973,68645,1.0,7,1
35293,39135,-1.0,8,1
16722,61124,1.0,4,1
48695,93615,1.0,2,1
44273,88200,1.0,3,1
16727,61126,1.0,3,1
16730,40006,1.0,5,1
39131,65804,1.0,5,1
39796,83001,1.0,2,1
25137,67923,1.0,3,1
36515,79363,1.0,7,1
38523,80594,1.0,3,1
28969,32670,-1.0,6,1
38522,81508,1.0,2,1
25139,67926,1.0,2,1
44733,88750,1.0,3,1
3744,6121,-1.0,4,1
48697,93621,1.0,2,1
32665,38324,1.0,4,1
20214,48703,-1.0,5,1
52243,97917,1.0,2,1
32666,70565,1.0,3,1
48700,49419,1.0,4,1
39133,60738,1.0,3,1
32667,75241,1.0,2,1
48698,93622,1.0,2,1
29704,72234,1.0,3,1
32668,75242,1.0,3,1
52244,97918,1.0,2,1
52245,97919,1.0,2,1
48717,93645,1.0,7,1
42770,86540,1.0,3,1
36001,39126,-1.0,4,1
16642,61065,1.0,5,1
36526,42004,1.0,4,1
42394,48733,-1.0,3,1
45138,89207,1.0,6,1
29719,72250,1.0,2,1
52230,97906,1.0,4,1
16639,61062,1.0,5,1
21317,29717,-1.0,6,1
38530,79826,1.0,4,1
48732,70333,1.0,4,1
14369,48718,-1.0,8,1
42766,56336,1.0,4,1
16647,61069,1.0,2,1
16650,61072,1.0,3,1
48727,93656,1.0,2,1
32651,37722,1.0,7,1
48734,93665,1.0,2,1
16631,26317,1.0,5,1
39465,52227,-1.0,6,1
16615,61049,1.0,4,1
16616,61050,1.0,2,1
42765,86535,1.0,3,1
39121,82213,1.0,4,1
35465,78181,1.0,2,1
16623,43047,1.0,6,1
48735,93669,1.0,2,1
29724,44697,1.0,5,1
26187,29723,-1.0,7,1
36528,79382,1.0,2,1
34681,77362,1.0,3,1
45995,52229,-1.0,5,1
36527,79381,1.0,2,1
16629,31233,1.0,7,1
12862,36523,-1.0,7,1
48725,93654,1.0,2,1
16672,61088,1.0,3,1
48720,92667,1.0,3,1
16676,61092,1.0,2,1
25968,58440,1.0,6,1
38525,81509,1.0,2,1
25969,32798,1.0,3,1
39124,82215,1.0,2,1
41326,84751,1.0,5,1
35063,77766,1.0,4,1
48719,84246,1.0,4,1
42769,86539,1.0,3,1
37483,77412,1.0,4,1
34678,77359,1.0,3,1
32656,56685,1.0,5,1
52233,77816,1.0,3,1
6157,55182,1.0,3,1
20361,41327,-1.0,6,1
48723,93653,1.0,2,1
16662,61082,1.0,5,1
48722,93650,1.0,3,1
34680,77360,1.0,2,1
48721,86447,1.0,5,1
39122,42757,1.0,3,1
29713,37708,1.0,4,1
42767,59240,1.0,5,1
29712,72241,1.0,2,1
26698,69327,1.0,2,1
30932,52232,-1.0,4,1
38527,65035,1.0,3,1
29711,55881,1.0,7,1
22501,38526,-1.0,5,1
44274,63342,1.0,4,1
41008,44735,-1.0,4,1
38521,40522,1.0,6,1
16743,38284,1.0,6,1
16744,47180,1.0,5,1
52273,97950,1.0,2,1
16829,61186,1.0,7,1
41492,52274,-1.0,6,1
16830,61187,1.0,2,1
16833,61188,1.0,2,1
16834,61190,1.0,3,1
27348,52275,-1.0,8,1
38516,48633,1.0,6,1
25134,25135,1.0,4,1
16837,61195,1.0,3,1
18954,35072,-1.0,8,1
23663,41320,-1.0,8,1
45144,89216,1.0,2,1
42794,86560,1.0,2,1
42792,51567,1.0,6,1
32689,55605,1.0,3,1
16812,61172,1.0,4,1
16813,61173,1.0,2,1
38515,45752,1.0,3,1
29679,72208,1.0,2,1
48677,72587,1.0,4,1
16817,61177,1.0,3,1
16819,61178,1.0,3,1
48674,93566,1.0,4,1
42786,71933,1.0,5,1
48673,93562,1.0,2,1
13916,16821,-1.0,4,1
42790,52094,1.0,3,1
52277,94647,1.0,4,1
25980,68654,1.0,4,1
16847,61203,1.0,2,1
29668,72191,1.0,2,1
52279,97953,1.0,2,1
42809,86576,1.0,2,1
39972,72591,1.0,5,1
52280,97954,1.0,3,1
9824,16877,-1.0,7,1
16879,21614,1.0,4,1
2045,16881,-1.0,5,1
52282,58779,1.0,4,1
48663,93538,1.0,3,1
20853,52283,-1.0,7,1
24105,32696,-1.0,5,1
52284,97957,1.0,2,1
17732,52285,-1.0,6,1
25983,68656,1.0,4,1
32693,75268,1.0,3,1
48670,93553,1.0,3,1
37858,41316,-1.0,7,1
41319,84737,1.0,3,1
52278,73788,1.0,6,1
45145,89217,1.0,2,1
42799,86566,1.0,2,1
29671,47032,1.0,6,1
37493,80438,1.0,4,1
42801,86568,1.0,4,1
36509,79358,1.0,5,1
16854,61211,1.0,2,1
16856,61212,1.0,3,1
44498,45147,-1.0,5,1
26381,34670,-1.0,5,1
27774,35073,-1.0,8,1
45148,89220,1.0,4,1
42803,75803,1.0,7,1
42807,62695,1.0,3,1
48678,93579,1.0,2,1
42777,86544,1.0,2,1
42780,86550,1.0,2,1
29689,30536,1.0,4,1
16769,20007,1.0,4,1
39137,43407,1.0,8,1
44730,82676,1.0,4,1
16770,61149,1.0,4,1
32678,73494,1.0,6,1
48685,93601,1.0,2,1
44729,49045,1.0,3,1
42979,52269,-1.0,4,1
42781,86552,1.0,2,1
39139,39242,1.0,4,1
29686,72215,1.0,4,1
45139,89213,1.0,7,1
27834,29690,-1.0,8,1
3231,44731,-1.0,6,1
29691,72218,1.0,2,1
42320,52250,-1.0,5,1
29696,72226,1.0,2,1
52251,97925,1.0,2,1
29690,36514,-1.0,4,1
52253,97927,1.0,2,1
13208,29694,-1.0,7,1
16181,52254,-1.0,5,1
30399,35067,-1.0,4,1
52255,86401,1.0,3,1
48687,93606,1.0,4,1
29692,72221,1.0,2,1
34248,38520,-1.0,6,1
44732,88748,1.0,3,1
16759,61140,1.0,3,1
16760,61141,1.0,3,1
48686,93605,1.0,4,1
15771,38519,-1.0,7,1
10109,16775,-1.0,4,1
41323,84741,1.0,2,1
16788,50171,1.0,3,1
36510,79360,1.0,4,1
28521,35068,-1.0,5,1
16791,42107,1.0,3,1
45142,89215,1.0,2,1
8838,32683,-1.0,7,1
6075,55134,1.0,5,1
16802,52587,1.0,7,1
16913,39974,-1.0,6,1
52268,97944,1.0,2,1
48680,49527,1.0,3,1
35589,78324,1.0,3,1
13537,38517,-1.0,8,1
37424,52265,-1.0,6,1
52264,97941,1.0,2,1
31405,52259,-1.0,4,1
2974,25978,-1.0,71,0
39667,82843,1.0,2,1
52260,97936,1.0,5,1
37488,74316,1.0,3,1
39140,82225,1.0,2,1
10435,29682,-1.0,8,1
16781,21248,1.0,4,1
28594,52261,-1.0,7,1
16785,61161,1.0,2,1
9856,36512,-1.0,8,1
52263,97939,1.0,3,1
32681,72775,1.0,4,1
3814,41330,-1.0,47,0
16613,55585,1.0,4,1
45136,89206,1.0,3,1
37467,80406,1.0,3,1
48818,93787,1.0,3,1
41340,84774,1.0,2,1
36997,41339,-1.0,5,1
48816,93786,1.0,2,1
52176,97859,1.0,2,1
52178,97860,1.0,5,1
27202,52179,-1.0,6,1
52180,67890,1.0,4,1
35053,77762,1.0,3,1
36544,79406,1.0,2,1
42744,74017,1.0,4,1
16443,60917,1.0,2,1
42745,86515,1.0,2,1
48813,93780,1.0,4,1
48811,48812,-1.0,5,1
10770,48819,-1.0,42,0
29784,32114,1.0,6,1
18843,29785,-1.0,4,1
25479,48826,-1.0,5,1
36546,79409,1.0,5,1
24677,48825,-1.0,3,1
32607,50062,1.0,3,1
44738,44741,1.0,4,1
6323,55238,1.0,2,1
29754,29787,-1.0,5,1
12272,32609,-1.0,4,1
48823,93792,1.0,2,1
25539,29786,-1.0,6,1
48822,93791,1.0,3,1
7774,16427,-1.0,7,1
25956,68637,1.0,3,1
32613,45643,1.0,4,1
52184,97864,1.0,2,1
48798,56373,1.0,5,1
24308,32617,-1.0,4,1
23556,48796,-1.0,7,1
48795,74665,1.0,3,1
48794,52028,1.0,4,1
16478,60946,1.0,2,1
29776,41026,1.0,4,1
37573,48792,-1.0,7,1
29774,72282,1.0,3,1
39978,47669,1.0,5,1
13265,48790,-1.0,7,1
32622,75196,1.0,3,1
16493,60954,1.0,3,1
16467,33098,1.0,6,1
52182,70526,1.0,3,1
48811,71452,1.0,5,1
34659,48810,-1.0,7,1
25153,67942,1.0,2,1
42746,51070,1.0,4,1
6308,8803,1.0,8,1
24863,52183,-1.0,6,1
17765,34690,-1.0,7,1
25152,67941,1.0,2,1
48808,93759,1.0,2,1
27571,29781,-1.0,4,1
48803,93757,1.0,3,1
48802,93756,1.0,3,1
32615,75192,1.0,2,1
16418,28152,1.0,6,1
48827,93797,1.0,4,1
42736,71441,1.0,5,1
48328,52169,-1.0,6,1
39672,56807,1.0,8,1
52170,97843,1.0,3,1
22922,48844,-1.0,8,1
39854,48843,-1.0,5,1
37461,38986,1.0,5,1
30319,52175,-1.0,8,1
6359,6560,1.0,5,1
32592,75167,1.0,4,1
41344,84782,1.0,3,1
15871,48841,-1.0,4,1
40848,48840,-1.0,4,1
48847,93812,1.0,2,1
35050,47903,1.0,4,1
52167,97841,1.0,5,1
48848,76890,1.0,4,1
16351,60843,1.0,3,1
39109,50119,1.0,5,1
16356,45974,1.0,6,1
34695,72591,1.0,4,1
48298,48854,-1.0,3,1
39110,42293,1.0,5,1
36551,75046,1.0,4,1
19251,48851,-1.0,6,1
32588,66369,1.0,3,1
3699,45122,-1.0,7,1
44276,88207,1.0,2,1
29801,72302,1.0,3,1
44741,88759,1.0,3,1
52172,72245,1.0,3,1
36548,79414,1.0,7,1
29796,64217,1.0,4,1
48832,93803,1.0,5,1
16403,19387,1.0,5,1
2947,16404,-1.0,7,1
48831,93801,1.0,3,1
41341,84775,1.0,2,1
32659,48830,-1.0,5,1
16405,60890,1.0,5,1
36547,79411,1.0,3,1
42740,49420,1.0,5,1
16412,60892,1.0,2,1
34674,48829,-1.0,6,1
32601,75179,1.0,2,1
32602,75180,1.0,2,1
48828,93798,1.0,2,1
31020,48834,-1.0,5,1
33654,39671,-1.0,7,1
25953,68636,1.0,3,1
35051,77760,1.0,3,1
29794,32128,1.0,4,1
6351,55247,1.0,2,1
32467,39979,-1.0,4,1
19648,26710,-1.0,6,1
26984,69609,1.0,3,1
40727,52174,-1.0,6,1
32595,75171,1.0,2,1
29792,72295,1.0,3,1
48838,93807,1.0,2,1
29790,72293,1.0,2,1
38536,81518,1.0,2,1
52188,97868,1.0,3,1
32647,75221,1.0,3,1
48762,48763,1.0,6,1
52213,97889,1.0,2,1
16583,61018,1.0,3,1
16585,36823,1.0,3,1
48764,93710,1.0,2,1
16277,36531,-1.0,7,1
12710,26987,-1.0,6,1
37533,48763,-1.0,6,1
48760,93708,1.0,2,1
52207,97883,1.0,2,1
32780,48759,-1.0,8,1
48758,53607,1.0,5,1
6226,20451,1.0,4,1
48757,93706,1.0,3,1
48756,93700,1.0,2,1
48755,93699,1.0,2,1
43191,48754,-1.0,7,1
