Dataset ID,Test Name,Parameters,P-Value,Alpha,Conclusion
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample6,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.9690309690309692,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample6,Bivariate Equivalence Test,"K=8, #class1=253, #class2=331",0.2697302697302697,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample7,KS Test,,0.903863020808839,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample7,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=900",0.919080919080919,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample7,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.991008991008991,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample7,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.8941058941058941,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample7,Bivariate Equivalence Test,"K=8, #class1=253, #class2=331",0.3816183816183816,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample8,KS Test,,0.2201845015567814,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample8,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=900",0.8831168831168831,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample8,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.965034965034965,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample8,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.99000999000999,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample8,Bivariate Equivalence Test,"K=11, #class1=253, #class2=331",0.6073926073926074,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample9,KS Test,,0.7381299974847723,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample9,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=900",0.92007992007992,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample9,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.999000999000999,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample9,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.994005994005994,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample9,Bivariate Equivalence Test,"K=8, #class1=253, #class2=331",0.6013986013986014,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample10,KS Test,,0.4624926805681723,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample10,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=900",0.9010989010989012,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample10,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.954045954045954,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample10,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.998001998001998,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample10,Bivariate Equivalence Test,"K=8, #class1=253, #class2=331",0.2097902097902098,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample11,KS Test,,0.4981504261314415,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample11,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=900",0.7502497502497503,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample11,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.974025974025974,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample11,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.995004995004995,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample11,Bivariate Equivalence Test,"K=8, #class1=253, #class2=331",0.6313686313686314,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample12,KS Test,,0.8789073691528607,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample12,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=900",0.8211788211788211,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample12,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.976023976023976,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample12,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",1.0,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample12,Bivariate Equivalence Test,"K=24, #class1=253, #class2=331",0.0799200799200799,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample13,KS Test,,0.93591043502666,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample13,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=900",0.2907092907092907,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample13,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.999000999000999,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample13,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.7872127872127872,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample13,Bivariate Equivalence Test,"K=8, #class1=253, #class2=331",0.7422577422577422,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample14,KS Test,,0.4960487312633158,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample14,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=900",0.5964035964035964,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample14,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.998001998001998,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample14,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.997002997002997,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample14,Bivariate Equivalence Test,"K=8, #class1=253, #class2=331",0.987012987012987,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample15,KS Test,,0.0703694021355545,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample15,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=900",0.906093906093906,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample15,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.8521478521478522,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample15,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.0369630369630369,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample15,Bivariate Equivalence Test,"K=17, #class1=253, #class2=331",0.3626373626373626,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample16,KS Test,,0.5247112740925842,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample16,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=900",0.997002997002997,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample16,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.997002997002997,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample16,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",1.0,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample16,Bivariate Equivalence Test,"K=8, #class1=253, #class2=331",0.3626373626373626,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample17,KS Test,,0.5560945380613069,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample17,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=900",0.0119880119880119,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample17,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.0139860139860139,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample17,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.7712287712287712,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample17,Bivariate Equivalence Test,"K=8, #class1=253, #class2=331",0.1738261738261738,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample18,KS Test,,0.2232646613428648,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample18,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=900",0.997002997002997,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample18,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.985014985014985,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample18,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.6553446553446554,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample18,Bivariate Equivalence Test,"K=8, #class1=253, #class2=331",0.8481518481518482,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample19,KS Test,,0.934713136514528,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample19,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=900",0.992007992007992,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample19,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.985014985014985,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample19,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.982017982017982,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample19,Bivariate Equivalence Test,"K=17, #class1=253, #class2=331",0.2167832167832167,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample20,KS Test,,0.2245056954896124,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample20,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=900",1.0,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample20,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.5224775224775224,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample20,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.3656343656343656,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample20,Bivariate Equivalence Test,"K=8, #class1=253, #class2=331",0.0119880119880119,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample21,KS Test,,0.1184151036309352,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample21,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=900",0.988011988011988,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample21,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.995004995004995,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample21,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.6993006993006993,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample21,Bivariate Equivalence Test,"K=8, #class1=253, #class2=331",0.1748251748251748,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample22,KS Test,,0.2379385464429405,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample22,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=900",0.984015984015984,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample22,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.995004995004995,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample22,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.934065934065934,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample22,Bivariate Equivalence Test,"K=8, #class1=253, #class2=331",0.3916083916083916,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample23,KS Test,,0.7255225774124466,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample23,Independence Test (Color: 1),"K_marg=8, K_joint=9, n_samples=900",0.0009990009990009,0.0055555555555555,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample23,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.922077922077922,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample23,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.7412587412587412,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample23,Bivariate Equivalence Test,"K=8, #class1=253, #class2=331",0.6053946053946054,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample24,KS Test,,0.3635301096846732,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample24,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=900",0.955044955044955,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample24,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.913086913086913,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample24,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.7362637362637363,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample24,Bivariate Equivalence Test,"K=8, #class1=253, #class2=331",0.3636363636363636,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample25,KS Test,,0.1344894620898526,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample25,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=900",0.7772227772227772,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample25,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.8781218781218781,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample25,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.5744255744255744,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample25,Bivariate Equivalence Test,"K=24, #class1=253, #class2=331",0.5184815184815185,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample26,KS Test,,0.4042198339874669,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample26,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=900",0.998001998001998,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample26,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.9110889110889112,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample26,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.6703296703296703,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample26,Bivariate Equivalence Test,"K=11, #class1=253, #class2=331",0.8191808191808192,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample27,KS Test,,0.0206910064152951,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample27,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=900",0.7292707292707292,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample27,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=898",0.9470529470529472,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample27,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=894",0.2917082917082917,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample27,Bivariate Equivalence Test,"K=10, #class1=253, #class2=331",0.2137862137862138,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D1_W0.5_Neg-2kNodes_Sample28,KS Test,,0.4077574122863787,0.0166666666666666,Fail to Reject H0
