Dataset ID,Test Name,Parameters,P-Value,Alpha,Conclusion
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample5,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.998001998001998,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample5,Bivariate Equivalence Test,"K=8, #class1=124, #class2=168",0.8951048951048951,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample6,KS Test,,0.8805259909715352,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample6,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.961038961038961,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample6,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.7402597402597403,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample6,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.973026973026973,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample6,Bivariate Equivalence Test,"K=8, #class1=124, #class2=168",0.2107892107892107,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample7,KS Test,,0.1703199013410363,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample7,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",1.0,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample7,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.999000999000999,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample7,Independence Test (Color: 2),"K_marg=8, K_joint=9, n_samples=448",0.0009990009990009,0.0055555555555555,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample7,Bivariate Equivalence Test,"K=14, #class1=124, #class2=168",0.5694305694305695,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample8,KS Test,,0.020562701691718,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample8,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.91008991008991,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample8,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.4775224775224775,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample8,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.6803196803196803,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample8,Bivariate Equivalence Test,"K=11, #class1=124, #class2=168",0.4505494505494505,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample9,KS Test,,0.5706887777492028,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample9,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.1998001998001998,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample9,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.996003996003996,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample9,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.4925074925074925,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample9,Bivariate Equivalence Test,"K=8, #class1=124, #class2=168",0.2267732267732267,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample10,KS Test,,0.9966264921830528,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample10,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.8741258741258742,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample10,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.913086913086913,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample10,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.999000999000999,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample10,Bivariate Equivalence Test,"K=17, #class1=124, #class2=168",0.2557442557442557,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample11,KS Test,,0.6266975072460693,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample11,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.997002997002997,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample11,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.6033966033966034,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample11,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.978021978021978,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample11,Bivariate Equivalence Test,"K=15, #class1=124, #class2=168",0.0429570429570429,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample12,KS Test,,0.407813537295597,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample12,Independence Test (Color: 0),"K_marg=8, K_joint=9, n_samples=450",0.0719280719280719,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample12,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.5924075924075924,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample12,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",1.0,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample12,Bivariate Equivalence Test,"K=9, #class1=124, #class2=168",0.1578421578421578,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample13,KS Test,,0.1464496926868891,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample13,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.981018981018981,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample13,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.7602397602397603,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample13,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.4765234765234765,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample13,Bivariate Equivalence Test,"K=9, #class1=124, #class2=168",0.8051948051948052,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample14,KS Test,,0.923766352861268,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample14,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.1318681318681318,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample14,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.971028971028971,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample14,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.8681318681318682,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample14,Bivariate Equivalence Test,"K=8, #class1=124, #class2=168",0.2517482517482518,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample15,KS Test,,0.9937375483854752,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample15,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.7992007992007992,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample15,Independence Test (Color: 1),"K_marg=8, K_joint=9, n_samples=450",0.1128871128871128,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample15,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.8991008991008991,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample15,Bivariate Equivalence Test,"K=8, #class1=124, #class2=168",0.964035964035964,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample16,KS Test,,0.6509183291887737,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample16,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.9370629370629372,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample16,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.994005994005994,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample16,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.935064935064935,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample16,Bivariate Equivalence Test,"K=8, #class1=124, #class2=168",0.3646353646353646,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample17,KS Test,,0.6751432817219996,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample17,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.993006993006993,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample17,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.4725274725274725,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample17,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.7212787212787213,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample17,Bivariate Equivalence Test,"K=12, #class1=124, #class2=168",0.7012987012987013,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample18,KS Test,,0.6590023141756752,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample18,Independence Test (Color: 0),"K_marg=8, K_joint=9, n_samples=450",0.0009990009990009,0.0055555555555555,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample18,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.3636363636363636,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample18,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.999000999000999,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample18,Bivariate Equivalence Test,"K=8, #class1=124, #class2=168",0.0189810189810189,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample19,KS Test,,0.0626541181394827,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample19,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.6703296703296703,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample19,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.5214785214785215,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample19,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.996003996003996,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample19,Bivariate Equivalence Test,"K=8, #class1=124, #class2=168",0.4405594405594406,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample20,KS Test,,0.7389666083903645,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample20,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.6543456543456544,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample20,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.3206793206793207,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample20,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.995004995004995,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample20,Bivariate Equivalence Test,"K=8, #class1=124, #class2=168",0.3886113886113886,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample21,KS Test,,0.9415682795649032,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample21,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.6353646353646354,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample21,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.7512487512487512,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample21,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.995004995004995,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample21,Bivariate Equivalence Test,"K=9, #class1=124, #class2=168",0.9270729270729272,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample22,KS Test,,0.0341898907282305,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample22,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.987012987012987,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample22,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.7932067932067932,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample22,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.993006993006993,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample22,Bivariate Equivalence Test,"K=8, #class1=124, #class2=168",0.1518481518481518,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample23,KS Test,,0.6992737594504947,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample23,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.3116883116883117,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample23,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.7342657342657343,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample23,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.5054945054945055,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample23,Bivariate Equivalence Test,"K=10, #class1=124, #class2=168",0.1068931068931069,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample24,KS Test,,0.868275115419246,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample24,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.98001998001998,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample24,Independence Test (Color: 1),"K_marg=8, K_joint=9, n_samples=450",0.1198801198801198,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample24,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.0549450549450549,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample24,Bivariate Equivalence Test,"K=9, #class1=124, #class2=168",0.1988011988011988,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample25,KS Test,,0.478640838101226,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample25,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.968031968031968,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample25,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.9330669330669332,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample25,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.8771228771228772,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample25,Bivariate Equivalence Test,"K=8, #class1=124, #class2=168",0.5984015984015985,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample26,KS Test,,0.7850582475519061,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample26,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.5974025974025974,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample26,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.4185814185814185,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample26,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.95004995004995,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample26,Bivariate Equivalence Test,"K=8, #class1=124, #class2=168",0.6353646353646354,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample27,KS Test,,0.6670802502145257,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample27,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.944055944055944,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample27,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.967032967032967,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample27,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.906093906093906,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample27,Bivariate Equivalence Test,"K=9, #class1=124, #class2=168",0.4925074925074925,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D2_W0.5_Neg-1kNodes_Sample28,KS Test,,0.0119978053811492,0.0166666666666666,Reject H0
