Dataset ID,Test Name,Parameters,P-Value,Alpha,Conclusion
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample10,Bivariate Equivalence Test,"K=16, #class1=123, #class2=165",0.0089910089910089,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample11,KS Test,,0.0019609758074044,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample11,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.968031968031968,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample11,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.7302697302697303,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample11,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.8541458541458542,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample11,Bivariate Equivalence Test,"K=8, #class1=123, #class2=165",0.0039960039960039,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample12,KS Test,,0.0001697220210996,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample12,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.2177822177822178,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample12,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.908091908091908,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample12,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.6403596403596403,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample12,Bivariate Equivalence Test,"K=16, #class1=123, #class2=165",0.0029970029970029,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample13,KS Test,,0.0479616169254669,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample13,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.7472527472527473,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample13,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.1558441558441558,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample13,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.6163836163836164,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample13,Bivariate Equivalence Test,"K=10, #class1=123, #class2=165",0.0369630369630369,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample14,KS Test,,0.0022299507441335,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample14,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.995004995004995,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample14,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.9270729270729272,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample14,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.967032967032967,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample14,Bivariate Equivalence Test,"K=10, #class1=123, #class2=165",0.0029970029970029,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample15,KS Test,,0.0836916769951629,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample15,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.988011988011988,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample15,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.956043956043956,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample15,Independence Test (Color: 2),"K_marg=8, K_joint=9, n_samples=448",0.0199800199800199,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample15,Bivariate Equivalence Test,"K=16, #class1=123, #class2=165",0.5614385614385614,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample16,KS Test,,0.0111701106851351,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample16,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.906093906093906,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample16,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.8401598401598401,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample16,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.8891108891108891,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample16,Bivariate Equivalence Test,"K=8, #class1=123, #class2=165",0.0319680319680319,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample17,KS Test,,0.0226583902665927,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample17,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",1.0,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample17,Independence Test (Color: 1),"K_marg=8, K_joint=9, n_samples=450",0.3366633366633366,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample17,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.972027972027972,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample17,Bivariate Equivalence Test,"K=8, #class1=123, #class2=165",0.0109890109890109,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample18,KS Test,,0.0018311971815309,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample18,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.964035964035964,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample18,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.942057942057942,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample18,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.9000999000999002,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample18,Bivariate Equivalence Test,"K=16, #class1=123, #class2=165",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample19,KS Test,,0.0210919390827441,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample19,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.8861138861138861,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample19,Independence Test (Color: 1),"K_marg=8, K_joint=9, n_samples=450",0.0169830169830169,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample19,Independence Test (Color: 2),"K_marg=8, K_joint=9, n_samples=448",0.0349650349650349,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample19,Bivariate Equivalence Test,"K=16, #class1=123, #class2=165",0.0789210789210789,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample20,KS Test,,0.0335050880888448,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample20,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.2267732267732267,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample20,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.0009990009990009,0.0055555555555555,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample20,Independence Test (Color: 2),"K_marg=8, K_joint=9, n_samples=448",0.0009990009990009,0.0055555555555555,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample20,Bivariate Equivalence Test,"K=9, #class1=123, #class2=165",0.955044955044955,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample21,KS Test,,0.0008415573130577,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample21,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.951048951048951,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample21,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.8621378621378621,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample21,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.8601398601398601,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample21,Bivariate Equivalence Test,"K=12, #class1=123, #class2=165",0.0029970029970029,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample22,KS Test,,0.0076071530555745,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample22,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.6403596403596403,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample22,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.8851148851148851,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample22,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.3366633366633366,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample22,Bivariate Equivalence Test,"K=8, #class1=123, #class2=165",0.1118881118881118,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample23,KS Test,,0.0010076217223594,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample23,Independence Test (Color: 0),"K_marg=8, K_joint=9, n_samples=450",0.7632367632367633,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample23,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.952047952047952,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample23,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",1.0,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample23,Bivariate Equivalence Test,"K=13, #class1=123, #class2=165",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample24,KS Test,,0.0271058594456533,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample24,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",1.0,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample24,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.952047952047952,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample24,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.7692307692307693,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample24,Bivariate Equivalence Test,"K=9, #class1=123, #class2=165",0.1378621378621378,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample25,KS Test,,0.3879814631259505,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample25,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.9430569430569432,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample25,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.8411588411588412,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample25,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.7702297702297702,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample25,Bivariate Equivalence Test,"K=8, #class1=123, #class2=165",0.0029970029970029,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample26,KS Test,,0.0213282686882022,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample26,Independence Test (Color: 0),"K_marg=8, K_joint=9, n_samples=450",0.0259740259740259,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample26,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.991008991008991,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample26,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",1.0,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample26,Bivariate Equivalence Test,"K=10, #class1=123, #class2=165",0.1918081918081918,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample27,KS Test,,0.1838676597860159,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample27,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=450",0.0549450549450549,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample27,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=450",0.3086913086913087,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample27,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=448",0.7682317682317682,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample27,Bivariate Equivalence Test,"K=16, #class1=123, #class2=165",0.1568431568431568,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample28,KS Test,,0.2595117884872405,0.0166666666666666,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D4_W0.5_Neg-1kNodes_Sample28,Independence Test (Color: 0),"K_marg=8, K_joint=9, n_samples=450",0.4225774225774226,0.0055555555555555,Fail to Reject H0
