node1,node2,flow,degree,class
36720,51085,-1.0,7,1
51083,107843,1.0,3,1
32052,84007,1.0,2,1
6327,32055,-1.0,14,1
51082,59869,1.0,11,1
22803,51081,-1.0,11,1
61153,100150,1.0,5,1
61152,94141,1.0,4,1
32025,43925,1.0,8,1
832,32008,-1.0,11,1
23568,51121,-1.0,10,1
32393,51120,-1.0,10,1
27855,51118,-1.0,9,1
30018,61146,-1.0,7,1
51116,99634,1.0,6,1
51114,54130,1.0,6,1
51113,107879,1.0,4,1
38036,51112,-1.0,6,1
61147,121630,1.0,2,1
61148,121632,1.0,2,1
51109,107874,1.0,2,1
61149,121634,1.0,2,1
61150,121635,1.0,2,1
51108,66951,1.0,4,1
32019,83971,1.0,5,1
51106,80133,1.0,10,1
24236,61157,-1.0,8,1
51080,95196,1.0,4,1
48105,51079,-1.0,5,1
51050,107811,1.0,2,1
5230,51058,-1.0,12,1
26962,51057,-1.0,12,1
51056,67473,1.0,8,1
51055,107814,1.0,3,1
23903,32127,-1.0,9,1
32128,84091,1.0,4,1
32130,84096,1.0,3,1
28333,32131,-1.0,8,1
61173,121655,1.0,3,1
32132,84100,1.0,3,1
53404,61171,-1.0,8,1
51049,79293,1.0,4,1
22899,32134,-1.0,5,1
51048,98019,1.0,5,1
32143,84111,1.0,3,1
19732,51047,-1.0,6,1
25042,32148,-1.0,9,1
21956,32150,-1.0,6,1
61174,121656,1.0,2,1
28106,32153,-1.0,6,1
32157,84121,1.0,6,1
51077,107839,1.0,2,1
51071,107833,1.0,3,1
32066,83075,1.0,9,1
38198,61159,-1.0,7,1
61160,121650,1.0,4,1
32070,84017,1.0,4,1
32072,84022,1.0,2,1
44939,61161,-1.0,3,1
32534,61163,-1.0,9,1
50101,51074,-1.0,5,1
51073,107836,1.0,2,1
15947,51070,-1.0,13,1
61164,111249,1.0,4,1
51066,104927,1.0,4,1
61166,71031,1.0,5,1
51065,98959,1.0,5,1
56918,61168,-1.0,11,1
37178,51060,-1.0,8,1
30751,32287,-1.0,10,1
50954,57905,1.0,8,1
32428,84475,1.0,2,1
32457,84498,1.0,3,1
32458,80257,1.0,5,1
50830,107516,1.0,3,1
61252,121756,1.0,2,1
50829,103771,1.0,3,1
32464,46574,1.0,9,1
32468,84507,1.0,3,1
19635,32470,-1.0,6,1
50826,51247,1.0,4,1
49312,61256,-1.0,4,1
33342,50824,-1.0,4,1
49613,61257,-1.0,11,1
61258,121758,1.0,3,1
50822,107500,1.0,3,1
50819,107497,1.0,4,1
28819,32483,-1.0,9,1
61249,121755,1.0,2,1
50832,57757,1.0,4,1
7902,32453,-1.0,12,1
50840,55593,1.0,9,1
50850,107545,1.0,2,1
32435,39942,1.0,4,1
32436,84482,1.0,4,1
32436,32437,-1.0,5,1
50849,60907,1.0,4,1
61241,116151,1.0,3,1
45437,50848,-1.0,7,1
50846,97397,1.0,4,1
50845,74153,1.0,6,1
50841,107536,1.0,3,1
17729,61248,-1.0,5,1
50838,107534,1.0,2,1
50837,107533,1.0,2,1
30894,32444,-1.0,10,1
61245,121751,1.0,3,1
50834,107523,1.0,3,1
61247,121752,1.0,2,1
32451,36499,1.0,6,1
32487,57748,1.0,5,1
31568,32490,-1.0,6,1
32491,84530,1.0,2,1
32554,84602,1.0,4,1
38835,61270,-1.0,6,1
32539,84582,1.0,5,1
1859,50784,-1.0,174,0
50782,107456,1.0,5,1
32544,84590,1.0,4,1
56049,61272,-1.0,7,1
32550,34932,1.0,5,1
61273,64018,1.0,9,1
50780,82413,1.0,4,1
44465,50788,-1.0,6,1
50779,107451,1.0,3,1
32558,84610,1.0,2,1
15502,50777,-1.0,10,1
61277,121775,1.0,3,1
862,50774,-1.0,280,0
50771,67990,1.0,3,1
32564,46021,1.0,6,1
50770,107443,1.0,2,1
57261,61278,-1.0,3,1
50815,60098,1.0,5,1
43301,61259,-1.0,4,1
30870,50813,-1.0,8,1
32503,84545,1.0,4,1
48175,61260,-1.0,5,1
32505,84547,1.0,3,1
50808,107481,1.0,3,1
50806,107479,1.0,3,1
25181,61261,-1.0,10,1
44444,61269,-1.0,4,1
32514,84556,1.0,2,1
61262,84135,1.0,4,1
50800,54091,1.0,6,1
50799,107474,1.0,4,1
50798,76282,1.0,5,1
61264,121765,1.0,2,1
28486,50795,-1.0,9,1
61265,121773,1.0,2,1
61266,72334,1.0,5,1
50852,59350,1.0,6,1
61208,121702,1.0,4,1
32323,80561,1.0,6,1
18697,32331,-1.0,10,1
61220,87682,1.0,4,1
50930,107646,1.0,3,1
61221,93498,1.0,3,1
32335,84339,1.0,2,1
50928,107644,1.0,2,1
48424,61222,-1.0,8,1
50926,107637,1.0,3,1
50925,72039,1.0,5,1
61223,121724,1.0,3,1
40639,61225,-1.0,4,1
24245,61226,-1.0,12,1
32353,84377,1.0,6,1
50917,107617,1.0,2,1
564,32356,-1.0,195,0
50913,60032,1.0,6,1
61227,121727,1.0,3,1
61219,113845,1.0,3,1
4146,32320,-1.0,13,1
61218,79204,1.0,3,1
61210,121707,1.0,2,1
61209,121703,1.0,3,1
50952,107676,1.0,3,1
50951,107675,1.0,2,1
50950,55379,1.0,4,1
32295,84292,1.0,3,1
32299,55222,1.0,6,1
50943,77392,1.0,5,1
46869,50942,-1.0,5,1
28439,32303,-1.0,11,1
32307,84312,1.0,4,1
61217,121719,1.0,3,1
50939,107660,1.0,3,1
32309,48540,1.0,13,1
9628,50938,-1.0,14,1
50937,107656,1.0,3,1
61213,121713,1.0,4,1
50936,107650,1.0,3,1
61215,105412,1.0,4,1
52066,61216,-1.0,5,1
50908,107607,1.0,4,1
50907,107602,1.0,2,1
32409,33088,1.0,5,1
32398,59686,1.0,7,1
32400,41879,1.0,12,1
50872,64971,1.0,5,1
20344,50871,-1.0,13,1
61234,121740,1.0,4,1
48116,61235,-1.0,9,1
31826,61236,-1.0,9,1
50867,107569,1.0,3,1
50876,101801,1.0,3,1
50864,107567,1.0,4,1
19704,50863,-1.0,7,1
50860,79380,1.0,5,1
61237,121744,1.0,3,1
38877,50859,-1.0,7,1
20657,50856,-1.0,9,1
32414,84461,1.0,2,1
51509,61233,-1.0,6,1
31235,32389,-1.0,6,1
50906,107601,1.0,3,1
50893,53447,1.0,7,1
32363,44044,1.0,5,1
61228,121729,1.0,3,1
50898,50900,-1.0,6,1
50899,107595,1.0,4,1
48074,50898,-1.0,7,1
49384,61229,-1.0,9,1
50897,107594,1.0,6,1
28440,50896,-1.0,11,1
50890,107589,1.0,3,1
32388,84425,1.0,3,1
50888,107587,1.0,5,1
34032,61231,-1.0,6,1
8958,62506,1.0,10,1
50886,107585,1.0,4,1
50885,107584,1.0,3,1
8956,65105,1.0,4,1
1172,32384,-1.0,220,0
32385,84424,1.0,4,1
51124,107883,1.0,5,1
52871,110227,1.0,3,1
24586,31491,-1.0,8,1
44268,51386,-1.0,12,1
40347,61076,-1.0,4,1
61077,121520,1.0,4,1
51382,58769,1.0,5,1
31551,63630,1.0,7,1
51381,108221,1.0,3,1
31555,83433,1.0,6,1
31557,31575,1.0,8,1
31561,83439,1.0,2,1
51374,108215,1.0,2,1
56821,61078,-1.0,7,1
51373,85515,1.0,6,1
51372,108213,1.0,2,1
31572,83446,1.0,3,1
31573,83447,1.0,4,1
31574,83448,1.0,4,1
31575,38286,1.0,8,1
51368,108208,1.0,2,1
20307,31580,-1.0,13,1
51387,108228,1.0,3,1
31541,83411,1.0,2,1
51389,98882,1.0,7,1
51398,108236,1.0,2,1
31494,69683,1.0,3,1
31495,83361,1.0,3,1
31497,83362,1.0,3,1
61067,121508,1.0,3,1
45873,51404,-1.0,4,1
31502,74205,1.0,9,1
31504,83370,1.0,8,1
45870,51400,-1.0,4,1
51399,108237,1.0,3,1
61069,69310,1.0,4,1
31539,42695,1.0,6,1
31514,83377,1.0,5,1
31525,83384,1.0,5,1
31529,43525,1.0,12,1
51392,108231,1.0,2,1
30656,31536,-1.0,7,1
25444,31537,-1.0,10,1
61073,121515,1.0,2,1
61074,80612,1.0,3,1
9993,31583,-1.0,7,1
21567,51364,-1.0,6,1
51319,108118,1.0,5,1
51329,55155,1.0,12,1
32445,61086,-1.0,6,1
51327,108134,1.0,7,1
51326,108131,1.0,3,1
31637,83519,1.0,3,1
31638,83520,1.0,3,1
61088,121539,1.0,3,1
29618,31645,-1.0,4,1
51321,108124,1.0,3,1
4346,61090,-1.0,130,0
9412,55061,1.0,12,1
3264,51316,-1.0,11,1
51313,67409,1.0,8,1
51312,108115,1.0,4,1
51311,108112,1.0,3,1
51310,85422,1.0,5,1
1258,51309,-1.0,107,0
51308,108110,1.0,3,1
51307,108109,1.0,2,1
51331,108140,1.0,3,1
31592,83466,1.0,3,1
61084,79054,1.0,6,1
31596,69845,1.0,6,1
31597,83474,1.0,7,1
28549,61079,-1.0,10,1
51354,86175,1.0,4,1
34721,51353,-1.0,9,1
61081,121532,1.0,2,1
51351,108181,1.0,3,1
28623,61082,-1.0,14,1
31608,83488,1.0,3,1
8909,9426,-1.0,5,1
51332,108141,1.0,4,1
51349,87557,1.0,5,1
51343,108163,1.0,4,1
46511,51342,-1.0,4,1
45749,51341,-1.0,7,1
31629,83500,1.0,6,1
45833,51339,-1.0,5,1
30619,31631,-1.0,4,1
11372,51333,-1.0,11,1
31634,83508,1.0,3,1
21425,31493,-1.0,11,1
31489,74095,1.0,3,1
51303,108104,1.0,3,1
4361,61066,-1.0,239,0
51454,108296,1.0,3,1
31366,65534,1.0,3,1
51452,108294,1.0,3,1
61044,61045,1.0,6,1
56792,61045,-1.0,6,1
61046,61047,1.0,6,1
51450,108293,1.0,2,1
61044,61047,-1.0,6,1
25219,31376,-1.0,11,1
31384,51943,1.0,4,1
31386,83265,1.0,3,1
51449,78808,1.0,6,1
31391,83271,1.0,3,1
7588,51448,-1.0,10,1
51235,58297,-1.0,8,1
28204,51444,-1.0,8,1
25661,51443,-1.0,14,1
31400,36291,1.0,4,1
51442,107640,1.0,5,1
51441,71545,1.0,9,1
60662,61043,-1.0,6,1
61041,121482,1.0,2,1
61030,121475,1.0,2,1
31323,83207,1.0,4,1
32175,51465,-1.0,9,1
31333,83217,1.0,6,1
61029,107725,1.0,4,1
31336,35183,1.0,4,1
33,31337,-1.0,202,0
61031,121476,1.0,2,1
61040,121481,1.0,5,1
30911,61033,-1.0,12,1
61034,121477,1.0,3,1
51460,108305,1.0,2,1
61036,121478,1.0,3,1
51459,74379,1.0,9,1
61037,121480,1.0,2,1
61038,65036,1.0,4,1
50649,51440,-1.0,4,1
51439,73113,1.0,5,1
9625,51426,-1.0,12,1
61062,86231,1.0,3,1
61063,121496,1.0,2,1
31452,66116,1.0,8,1
61064,121498,1.0,2,1
31460,57449,1.0,3,1
31462,83335,1.0,9,1
31465,83338,1.0,4,1
31470,83340,1.0,2,1
51429,93763,1.0,7,1
36229,51421,-1.0,7,1
51419,108246,1.0,4,1
51418,108245,1.0,2,1
51413,108243,1.0,3,1
51412,51413,1.0,4,1
29784,51407,-1.0,7,1
27872,31486,-1.0,7,1
61065,121504,1.0,2,1
61060,108280,1.0,6,1
31404,51327,1.0,7,1
61054,121493,1.0,3,1
51437,108276,1.0,4,1
51436,53824,1.0,5,1
31407,36649,1.0,7,1
51435,108274,1.0,3,1
51434,99475,1.0,4,1
31420,46335,1.0,4,1
31422,83295,1.0,4,1
31423,83299,1.0,3,1
31424,83300,1.0,2,1
61052,121492,1.0,2,1
22461,31430,-1.0,8,1
24805,61055,-1.0,7,1
21806,61057,-1.0,5,1
22173,31434,-1.0,11,1
24060,31435,-1.0,10,1
21028,51432,-1.0,8,1
22633,31436,-1.0,9,1
51431,108266,1.0,2,1
61058,67249,1.0,5,1
51306,108107,1.0,3,1
33831,51300,-1.0,7,1
51125,107884,1.0,2,1
61123,107851,1.0,5,1
42039,51184,-1.0,11,1
34661,51183,-1.0,5,1
51180,107939,1.0,4,1
24190,61128,-1.0,9,1
27591,61129,-1.0,8,1
40850,51178,-1.0,10,1
51174,107930,1.0,3,1
31897,43195,1.0,5,1
13293,51171,-1.0,12,1
30784,31903,-1.0,8,1
61130,121606,1.0,2,1
31905,83827,1.0,3,1
28451,51170,-1.0,10,1
31910,83835,1.0,4,1
25972,61134,-1.0,14,1
31915,37446,1.0,4,1
35403,51165,-1.0,7,1
61135,121610,1.0,2,1
8748,51164,-1.0,13,1
61127,121596,1.0,5,1
51188,107952,1.0,2,1
51189,76309,1.0,4,1
31854,83747,1.0,4,1
51213,107971,1.0,2,1
61125,64496,1.0,3,1
51211,107970,1.0,2,1
31860,58923,1.0,5,1
8956,51210,-1.0,4,1
51207,107967,1.0,5,1
25837,31862,-1.0,8,1
51205,92122,1.0,3,1
51190,107954,1.0,3,1
31870,33462,1.0,10,1
61126,121593,1.0,3,1
31876,57196,1.0,4,1
51202,107960,1.0,3,1
51200,107959,1.0,2,1
51198,107958,1.0,5,1
51192,107956,1.0,3,1
51191,99034,1.0,3,1
31919,39162,1.0,4,1
31927,83850,1.0,4,1
51134,76312,1.0,5,1
51140,84217,1.0,3,1
51139,105275,1.0,6,1
31969,83913,1.0,3,1
31971,58455,1.0,4,1
45689,51138,-1.0,9,1
61141,121622,1.0,2,1
31979,36764,1.0,5,1
31983,50957,1.0,4,1
61142,72855,1.0,5,1
43058,51132,-1.0,3,1
61140,121620,1.0,2,1
61144,121623,1.0,2,1
51130,107885,1.0,4,1
31991,83942,1.0,2,1
31992,64278,1.0,6,1
51129,58939,1.0,6,1
51126,51127,-1.0,4,1
31993,83946,1.0,5,1
1416,51126,-1.0,95,0
51142,104094,1.0,4,1
61136,80785,1.0,4,1
51152,107903,1.0,2,1
9260,65235,1.0,3,1
20862,31931,-1.0,9,1
51155,107913,1.0,2,1
31934,63152,1.0,5,1
31937,34969,1.0,5,1
8790,31939,-1.0,10,1
31940,75253,1.0,4,1
51153,107904,1.0,2,1
22436,31961,-1.0,11,1
39384,51149,-1.0,8,1
31949,83882,1.0,3,1
31950,83883,1.0,3,1
31951,83887,1.0,3,1
31955,83891,1.0,3,1
51145,56920,1.0,4,1
31957,83895,1.0,2,1
61138,121618,1.0,3,1
61139,121619,1.0,2,1
8324,51215,-1.0,203,0
23620,31853,-1.0,12,1
31852,36174,1.0,5,1
26168,61100,-1.0,12,1
31736,83623,1.0,3,1
51280,100575,1.0,6,1
31739,83627,1.0,2,1
51279,108057,1.0,3,1
20307,61101,-1.0,14,1
51278,65455,1.0,5,1
18438,51277,-1.0,12,1
51276,108052,1.0,4,1
54833,61103,-1.0,5,1
31747,83636,1.0,3,1
61105,63307,1.0,5,1
22801,61106,-1.0,13,1
43667,61107,-1.0,8,1
51272,70375,1.0,6,1
51271,108049,1.0,2,1
51270,108047,1.0,2,1
8592,51268,-1.0,7,1
51282,108068,1.0,2,1
51283,65885,1.0,3,1
12040,51284,-1.0,11,1
31695,83584,1.0,3,1
31681,32172,1.0,13,1
51297,108097,1.0,2,1
31684,40843,1.0,9,1
29319,51293,-1.0,6,1
61093,70149,1.0,10,1
31693,83579,1.0,5,1
61095,121553,1.0,2,1
31726,76898,1.0,6,1
23377,31699,-1.0,8,1
51288,108078,1.0,3,1
61097,121556,1.0,3,1
31714,83603,1.0,2,1
23724,31716,-1.0,8,1
31725,83615,1.0,4,1
251,51266,-1.0,481,0
77,61109,-1.0,129,0
61110,121566,1.0,3,1
23003,31829,-1.0,13,1
51235,59022,1.0,12,1
13577,31810,-1.0,6,1
51231,107987,1.0,2,1
61119,121581,1.0,2,1
19853,51230,-1.0,6,1
61120,121582,1.0,3,1
51229,79241,1.0,5,1
51228,107983,1.0,2,1
51226,107980,1.0,4,1
23892,31832,-1.0,7,1
51237,107999,1.0,2,1
31833,71313,1.0,4,1
31836,83728,1.0,5,1
36014,51224,-1.0,7,1
31843,36015,1.0,4,1
51219,71083,1.0,4,1
61122,121588,1.0,3,1
5687,61118,-1.0,14,1
42588,51238,-1.0,8,1
51251,108016,1.0,3,1
3279,61111,-1.0,8,1
51262,108031,1.0,4,1
51259,103446,1.0,3,1
51255,108025,1.0,3,1
9780,31781,-1.0,7,1
700,51254,-1.0,149,0
31783,80258,1.0,4,1
11251,51252,-1.0,8,1
61112,121573,1.0,2,1
51239,62230,1.0,4,1
51250,108015,1.0,2,1
31791,63437,1.0,7,1
61115,121574,1.0,3,1
51245,71226,1.0,3,1
61117,121575,1.0,2,1
31799,83697,1.0,3,1
6434,51240,-1.0,8,1
32569,47692,1.0,5,1
50765,50766,-1.0,4,1
45413,50765,-1.0,4,1
26803,61422,-1.0,14,1
33475,50531,1.0,7,1
33477,50354,1.0,5,1
50311,106776,1.0,3,1
50309,50310,-1.0,6,1
50308,106774,1.0,4,1
50306,106771,1.0,2,1
50305,106770,1.0,2,1
50302,106767,1.0,4,1
50301,106765,1.0,2,1
33481,55202,1.0,5,1
33485,39646,1.0,14,1
33491,48762,1.0,7,1
50295,72306,1.0,8,1
61429,74566,1.0,4,1
34743,50294,-1.0,13,1
61430,110339,1.0,4,1
50293,102229,1.0,4,1
33509,85664,1.0,3,1
33512,41375,1.0,4,1
33516,76635,1.0,4,1
51102,61431,-1.0,6,1
50313,106779,1.0,2,1
61425,118377,1.0,3,1
50340,106807,1.0,3,1
50337,106800,1.0,3,1
50336,106799,1.0,6,1
33457,48679,1.0,8,1
14100,50330,-1.0,10,1
50326,102567,1.0,5,1
50324,83552,1.0,5,1
50323,106791,1.0,3,1
33472,33595,1.0,4,1
33463,85630,1.0,3,1
50322,106788,1.0,5,1
50321,51068,1.0,8,1
50319,106786,1.0,3,1
50318,106784,1.0,2,1
50315,87465,1.0,3,1
33468,85642,1.0,4,1
33471,55027,1.0,5,1
8269,28798,1.0,4,1
27029,61433,-1.0,7,1
33519,85672,1.0,3,1
7433,50266,-1.0,13,1
33586,62307,1.0,4,1
61444,121973,1.0,5,1
24559,33588,-1.0,8,1
33589,85733,1.0,4,1
33590,85735,1.0,2,1
29600,33592,-1.0,6,1
33593,85740,1.0,3,1
50267,106706,1.0,2,1
50265,106705,1.0,2,1
61442,121969,1.0,3,1
33595,36740,1.0,4,1
23620,33596,-1.0,11,1
45108,61446,-1.0,9,1
50262,50578,1.0,8,1
50261,106701,1.0,3,1
25511,33600,-1.0,4,1
16822,33603,-1.0,7,1
33605,85752,1.0,4,1
33582,60762,1.0,3,1
33575,85721,1.0,2,1
33521,85673,1.0,2,1
33538,85693,1.0,2,1
33524,85678,1.0,6,1
28351,50282,-1.0,6,1
50281,106737,1.0,2,1
48602,50280,-1.0,4,1
33530,85685,1.0,3,1
61437,121961,1.0,2,1
33539,85694,1.0,3,1
33570,85716,1.0,6,1
33542,35001,1.0,4,1
33549,34290,1.0,5,1
9990,33552,-1.0,14,1
50275,106727,1.0,3,1
61439,121966,1.0,2,1
58600,61440,-1.0,8,1
33560,85702,1.0,2,1
61441,121968,1.0,4,1
10743,50341,-1.0,9,1
3082,33447,-1.0,14,1
33611,85763,1.0,2,1
40420,50343,-1.0,6,1
50409,60889,1.0,9,1
30450,50408,-1.0,5,1
5042,33330,-1.0,14,1
50400,59541,1.0,7,1
26790,50399,-1.0,12,1
61396,121925,1.0,4,1
33335,71734,1.0,5,1
61397,117478,1.0,3,1
61399,121926,1.0,2,1
33342,85502,1.0,4,1
50396,106859,1.0,2,1
50394,106854,1.0,4,1
8387,10671,1.0,6,1
33345,41337,1.0,5,1
22989,50391,-1.0,12,1
33356,85522,1.0,2,1
61401,121929,1.0,2,1
61402,100324,1.0,5,1
4798,61395,-1.0,9,1
50411,106872,1.0,3,1
61390,82139,1.0,6,1
50424,106891,1.0,2,1
50423,54417,1.0,6,1
30650,61387,-1.0,4,1
61388,121919,1.0,2,1
33303,39781,1.0,4,1
61389,121920,1.0,3,1
50422,106886,1.0,2,1
40779,50420,-1.0,4,1
50419,106884,1.0,2,1
32930,61393,-1.0,5,1
33311,83212,1.0,4,1
33312,85446,1.0,4,1
50417,106882,1.0,3,1
33317,81127,1.0,5,1
50416,106879,1.0,2,1
36912,50415,-1.0,5,1
50414,106875,1.0,3,1
50413,106874,1.0,5,1
50412,106873,1.0,2,1
8402,64882,1.0,2,1
50387,106849,1.0,3,1
50386,106848,1.0,3,1
50385,99351,1.0,4,1
19122,61417,-1.0,13,1
33405,75279,1.0,4,1
33409,85579,1.0,4,1
50357,106818,1.0,4,1
61414,121944,1.0,5,1
25739,33421,-1.0,6,1
33422,68347,1.0,6,1
50355,106816,1.0,3,1
8333,64865,1.0,8,1
43754,50354,-1.0,4,1
33431,85596,1.0,2,1
43538,50364,-1.0,13,1
23225,33432,-1.0,9,1
50351,83190,1.0,5,1
42685,50347,-1.0,4,1
33435,78211,1.0,3,1
61418,121948,1.0,2,1
61419,121949,1.0,2,1
16933,33437,-1.0,10,1
50363,106828,1.0,2,1
10149,50365,-1.0,12,1
61403,86423,1.0,6,1
61407,82449,1.0,5,1
61404,121931,1.0,2,1
32031,50384,-1.0,7,1
50382,106845,1.0,2,1
33371,83541,1.0,5,1
41431,61405,-1.0,11,1
33376,85545,1.0,4,1
50381,106840,1.0,2,1
10646,50380,-1.0,9,1
53560,61406,-1.0,5,1
33401,42260,1.0,4,1
61408,121938,1.0,2,1
50373,86531,1.0,10,1
39589,50371,-1.0,6,1
50859,61410,-1.0,5,1
61411,121941,1.0,2,1
61412,80151,1.0,6,1
61413,118637,1.0,4,1
50258,106699,1.0,5,1
32584,84634,1.0,4,1
19501,33762,-1.0,9,1
50132,106538,1.0,4,1
50131,106537,1.0,3,1
129,33813,-1.0,100,0
33814,85974,1.0,5,1
50130,102248,1.0,5,1
50129,61012,1.0,3,1
50128,97660,1.0,3,1
958,33817,-1.0,90,0
50127,106535,1.0,2,1
50126,56040,1.0,4,1
9768,33820,-1.0,11,1
29335,33821,-1.0,8,1
50124,106529,1.0,4,1
50122,106528,1.0,3,1
30618,50121,-1.0,8,1
61492,122037,1.0,3,1
25836,61493,-1.0,8,1
50118,106526,1.0,2,1
33829,85995,1.0,6,1
8073,64770,1.0,5,1
3354,33804,-1.0,149,0
50135,106543,1.0,3,1
50144,106562,1.0,2,1
50158,106580,1.0,2,1
61482,122022,1.0,3,1
61483,122024,1.0,3,1
50157,106578,1.0,4,1
33772,85920,1.0,3,1
50153,106571,1.0,3,1
50152,56721,1.0,4,1
50147,101786,1.0,5,1
61484,122028,1.0,3,1
33781,85945,1.0,9,1
61491,92057,1.0,5,1
50143,106561,1.0,3,1
61486,122029,1.0,3,1
24741,33787,-1.0,8,1
61487,122031,1.0,2,1
50141,106556,1.0,2,1
50140,106553,1.0,4,1
19954,50138,-1.0,8,1
50137,106546,1.0,2,1
32865,61489,-1.0,12,1
4598,33838,-1.0,10,1
33845,41188,1.0,6,1
33847,37464,1.0,4,1
33899,86077,1.0,2,1
33900,86078,1.0,4,1
61498,122047,1.0,3,1
61499,99711,1.0,13,1
50082,106498,1.0,3,1
8032,39593,1.0,6,1
50081,106495,1.0,2,1
33913,86093,1.0,2,1
8374,33916,-1.0,9,1
33919,86097,1.0,3,1
50077,69300,1.0,10,1
50073,106485,1.0,2,1
50072,106483,1.0,5,1
50071,106482,1.0,2,1
33925,86109,1.0,3,1
11333,61501,-1.0,14,1
50070,98982,1.0,3,1
61502,122064,1.0,4,1
15856,33897,-1.0,8,1
57068,61496,-1.0,6,1
50110,106524,1.0,2,1
33850,60056,1.0,7,1
50108,92490,1.0,4,1
61494,122042,1.0,2,1
50105,106516,1.0,3,1
12456,33862,-1.0,8,1
12418,50103,-1.0,12,1
8055,64764,1.0,6,1
33868,86038,1.0,4,1
50102,61793,1.0,5,1
50101,101929,1.0,5,1
1616,33894,-1.0,134,0
50096,106506,1.0,4,1
23517,50094,-1.0,5,1
33888,86062,1.0,5,1
50093,54659,1.0,5,1
36333,50092,-1.0,11,1
50090,56829,1.0,4,1
50089,106501,1.0,2,1
18574,33893,-1.0,12,1
50160,106583,1.0,3,1
61480,122020,1.0,3,1
33619,85772,1.0,2,1
50227,63272,1.0,4,1
34424,50225,-1.0,9,1
33666,56336,1.0,4,1
16222,50223,-1.0,7,1
50220,103681,1.0,3,1
61457,121995,1.0,3,1
50217,106657,1.0,2,1
33676,52116,1.0,6,1
61458,117539,1.0,5,1
49184,50214,-1.0,7,1
50213,106650,1.0,3,1
50212,52224,1.0,6,1
50209,78818,1.0,6,1
50207,106643,1.0,5,1
27208,50206,-1.0,6,1
23380,50204,-1.0,8,1
50203,106635,1.0,3,1
1442,33702,-1.0,4,1
11698,50202,-1.0,13,1
50201,83772,1.0,4,1
8183,28090,1.0,13,1
61456,121991,1.0,4,1
50244,106684,1.0,3,1
33621,85778,1.0,3,1
61447,121978,1.0,4,1
33626,37983,1.0,4,1
33627,34977,1.0,4,1
33630,65515,1.0,8,1
61449,121984,1.0,2,1
33632,85794,1.0,3,1
50246,106685,1.0,2,1
33634,85797,1.0,6,1
33639,77444,1.0,5,1
50230,106666,1.0,3,1
