Dataset ID,Test Name,Parameters,P-Value,Alpha,Conclusion
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample9,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=1790",0.7342657342657343,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample9,Bivariate Equivalence Test,"K=34, #class1=501, #class2=663",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample10,KS Test,,3.132425059901635e-15,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample10,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=1800",0.7862137862137862,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample10,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=1796",0.3946053946053946,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample10,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=1790",0.0919080919080919,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample10,Bivariate Equivalence Test,"K=34, #class1=501, #class2=663",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample11,KS Test,,6.497646524340231e-12,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample11,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=1800",0.7002997002997003,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample11,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=1796",0.996003996003996,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample11,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=1790",0.6803196803196803,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample11,Bivariate Equivalence Test,"K=8, #class1=501, #class2=663",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample12,KS Test,,1.0339386779106278e-20,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample12,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=1800",0.8231768231768232,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample12,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=1796",0.3366633366633366,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample12,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=1790",0.4835164835164835,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample12,Bivariate Equivalence Test,"K=34, #class1=501, #class2=663",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample13,KS Test,,2.318248463084243e-17,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample13,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=1800",0.8501498501498501,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample13,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=1796",0.8921078921078921,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample13,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=1790",0.9150849150849152,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample13,Bivariate Equivalence Test,"K=34, #class1=501, #class2=663",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample14,KS Test,,5.2876324387045374e-14,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample14,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=1800",0.2207792207792207,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample14,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=1796",0.0169830169830169,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample14,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=1790",0.0469530469530469,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample14,Bivariate Equivalence Test,"K=8, #class1=501, #class2=663",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample15,KS Test,,6.14492211541568e-16,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample15,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=1800",0.3586413586413586,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample15,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=1796",0.2547452547452547,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample15,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=1790",0.0979020979020979,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample15,Bivariate Equivalence Test,"K=8, #class1=501, #class2=663",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample16,KS Test,,1.4181612401902583e-11,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample16,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=1800",0.0009990009990009,0.0055555555555555,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample16,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=1796",0.0019980019980019,0.0055555555555555,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample16,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=1790",0.0409590409590409,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample16,Bivariate Equivalence Test,"K=34, #class1=501, #class2=663",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample17,KS Test,,2.658221016361828e-12,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample17,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=1800",0.5534465534465535,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample17,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=1796",0.1188811188811188,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample17,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=1790",0.995004995004995,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample17,Bivariate Equivalence Test,"K=8, #class1=501, #class2=663",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample18,KS Test,,3.718376712787434e-25,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample18,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=1800",0.991008991008991,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample18,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=1796",0.8401598401598401,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample18,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=1790",0.6753246753246753,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample18,Bivariate Equivalence Test,"K=8, #class1=501, #class2=663",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample19,KS Test,,5.934292107414041e-15,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample19,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=1800",0.0009990009990009,0.0055555555555555,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample19,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=1796",0.0009990009990009,0.0055555555555555,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample19,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=1790",0.0129870129870129,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample19,Bivariate Equivalence Test,"K=34, #class1=501, #class2=663",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample20,KS Test,,3.4154950693747986e-15,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample20,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=1800",0.8561438561438561,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample20,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=1796",0.0069930069930069,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample20,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=1790",0.8201798201798202,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample20,Bivariate Equivalence Test,"K=8, #class1=501, #class2=663",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample21,KS Test,,1.1484763496054736e-14,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample21,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=1800",0.0379620379620379,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample21,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=1796",0.1158841158841158,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample21,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=1790",0.5364635364635365,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample21,Bivariate Equivalence Test,"K=22, #class1=501, #class2=663",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample22,KS Test,,3.4570813168959763e-19,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample22,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=1800",0.954045954045954,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample22,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=1796",0.964035964035964,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample22,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=1790",0.0619380619380619,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample22,Bivariate Equivalence Test,"K=34, #class1=501, #class2=663",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample23,KS Test,,2.8412522697149107e-16,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample23,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=1800",0.2597402597402597,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample23,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=1796",0.2657342657342657,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample23,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=1790",0.8441558441558441,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample23,Bivariate Equivalence Test,"K=8, #class1=501, #class2=663",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample24,KS Test,,1.745411172725384e-15,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample24,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=1800",0.3576423576423576,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample24,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=1796",0.3326673326673326,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample24,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=1790",0.2727272727272727,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample24,Bivariate Equivalence Test,"K=32, #class1=501, #class2=663",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample25,KS Test,,3.126264282406508e-12,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample25,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=1800",0.4315684315684315,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample25,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=1796",0.5644355644355644,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample25,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=1790",0.9050949050949052,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample25,Bivariate Equivalence Test,"K=34, #class1=501, #class2=663",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample26,KS Test,,5.6779946853423e-22,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample26,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=1800",0.2907092907092907,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample26,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=1796",0.6823176823176823,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample26,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=1790",0.6973026973026973,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample26,Bivariate Equivalence Test,"K=8, #class1=501, #class2=663",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample27,KS Test,,7.185665708787284e-20,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample27,Independence Test (Color: 0),"K_marg=8, K_joint=8, n_samples=1800",0.7092907092907093,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample27,Independence Test (Color: 1),"K_marg=8, K_joint=8, n_samples=1796",0.7842157842157842,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample27,Independence Test (Color: 2),"K_marg=8, K_joint=8, n_samples=1790",0.991008991008991,0.0055555555555555,Fail to Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample27,Bivariate Equivalence Test,"K=34, #class1=501, #class2=663",0.0009990009990009,0.0166666666666666,Reject H0
SmallWorld-Beta0.7_K13-Rho0.5_D5_W0.5_Neg-4kNodes_Sample28,KS Test,,5.576536377064005e-18,0.0166666666666666,Reject H0
