startpoint,endpoint,weight,edge number
0x1d29e3b6f9cfd846fc2cd0d8fa8df9118fcf4ff1,0x00e146b83342807fb6d5ada66b9559de1fcb7635,13476.376481645768,18
0x0e7af9cd50f3db30d7d58fd6fba5e53af590b615,0x11229f1b76e0b0a36aa08911872979e7571de3a2,13816.692572054078,19
0x913bb81a957aec7d0e46c8dfc46f87cdde2e7b59,0x4ec607d0d5683a6e2fa4ca1278205bd81f47ce82,15514.154847651062,20
0x5deea2e63a6612746242000162949ba96d86f328,0x347a5b2f83484ff8983a8e7d5932575037da5e6e,14608.70157996525,21
0xddbe1291b454f9b8699220f1e8724aa641ef4b42,0x51c0d24ccc5d9b0dd793052cb2d41efde2568056,14411.139932721735,22
0x8ccc1bf3ffd76f7c07f9feef2ae49c2acbc4d146,0xd3c35800c4a468cef54d6581c8faf111f5d5ebfc,16204.858236457809,23
0xb861dba00f3213878d23606b20e3871f34c12020,0x407cc9424fd62a58b14d11af3169f0bc6e9ae0b8,13928.779473890801,24
0x41625efc8faf9a45b7e2573215897be5a4753c51,0x8011f8540db66bcd151239583c14ba727eca9af4,13346.077229198438,25
0x88b8bd8bfa1f2ba63f7c9c3613596b98eee4cfbe,0xcd19a8ffd47a6358b4eaa3ba2dfd223f6c3e91aa,17707.373379104036,26
0x7cb57ac73f0c5a47b4501774b9ef68c26eba852c,0x50faf31a0864d01e098e833d31e67b0b8154eb05,15515.945975314888,27
0x5c4f4e14c057359a61fd18fcd2cefc0bbf854f7a,0x2aea4036804b9dabfff3273ab296d6f519f85f7b,14004.217668962216,28
0xbbd27de41c75703fbc5b4ad84aa813903bb2e80f,0xbcbcacf1f2e151263e3890da058f6fa2b7b881d9,14929.317609386047,29
0x862d4927565384533339137fbc0f18a71f33d291,0xeb57df95b6822a78c2be987e14df39eb23221134,12952.526265395409,30
0x0c3d664e0278147460b1473376d615be29300f08,0x4d83a707c36c3b9c3f73e38e99e2d6f7940d0729,15056.635933374297,31
0xf69856e25444d5fb10dc3b6f2a320e6c1efc3a09,0xc437f6b9d6dc254046417aa7b0aae3673cb267cd,15103.051677195968,32
0x63fdba900f030424b4b6e4751471596bb82c5c86,0xe1c7f902df458284a00edeca77c7e65b091c6855,13843.948288461119,33
0xf0d6bebfc2d985fe3f46d2d9c04819ffb9e6d605,0xe4dda16590c1b05a186a0c0055914c056f037a05,13187.220629428775,34
0x07f5d673750440692d3e8fa711e48d890091e5f3,0xc0587f10c4247ded0b37c08b6bfbe4107afe2a9d,15828.785568178273,35
0xc86ac691f8ed60430c73c3c7df39e6b3031f1660,0x0bb3d56593906e55aaa3b3f3e525b90b857fe0ce,14258.481605912408,36
0x0f00f63e28dc0e131d2df0859a6e700a79430a72,0xfafb6c7bcac939fccb380f622e3d2630d5b02ca8,16624.741171388687,37
0x06b7ab84b65c20ef760cf7a52903a9c903f61cab,0x69919f30bedfca39f0d897328100d22381567fc2,15261.377384367377,38
0xe97ac3b49a92a25846e21a6d28da97ab9867b97b,0x6a9ab4e5a03178843826f1dcda742ca41851cffb,17500.46750020745,39
0x156d8001b8313e065bddaa57c4440c0b7da880e1,0xcf9e3898e418e3dcc57601de78ca5f684f0fb05f,15145.43391798843,40
0xa608f7958061ae8498d73aa0d8f6f5e8f51135ae,0x7409609cded76dc9192abdcbb3036b0dbe045328,16578.73144727418,41
0xf95da977c26b073fbc143abc23d6e8c25e1e6b92,0xdfa8523a0fbc3dfeb30d2aab86f0b22f4afeb25c,13992.740262440304,42
0xfff61889339b01858cc0b3034ecc59aa7f47db25,0x55f58111180d5b856ffd7688ac1a83c7901edeb8,13947.359412986658,43
0xca6d45d55dd03bc82d6e124508232d7c4fa84ebe,0x2eb06aa66934352ec5f746926ce9fcae55264a21,12780.660960615523,44
0x231dd8e2959e878a59a26ebdbf6f7d122403f350,0xaa4e0c93fb97f2512be69d454096ce385e25daf3,14637.580122854135,45
0x32426fc2964548bc62a15bd06219b6f56df70c8d,0xe088145274cda0e36ab21cd62e2c05b97d5831af,16814.487565935735,46
0xe61fce77abc7e2b68c3e22741d34b853f76ad7aa,0xb1ccf0d27bb3e844bb692e2577089b2f822d5aad,14592.292542491577,47
0x6dfa997313561f76f4ea1c1108839dc5daf44f24,0x44254da8674f7b629e0b90c3c9af754db2d19c3e,13941.674667796175,48
0x99f3892015fadddceeda935399979f8f86393d99,0x4d21a101a856354db6d3bd5ce56730cc26565e35,14745.74981138236,49
0x068b2d763fa2b7bf7df1bbe747ce65665450be98,0x02af9102a2b6e8fc4dbfc65e7d9280f732374fb3,15465.975416924282,50
0xe6cf0f869bd0fe0bad3f64952f43ab142c679a1d,0x7cadcf96eec22cc067063b96ab4f6cb996d391ec,13257.99315591431,51
0xc867aed43b9f3981660886955e5aa0874b0c472b,0xeb4b9027cec7bf62268e994678806e80323a272d,14015.069765806684,52
0x6b7b931603056cb8aed7477068c071591a5ee3e9,0x42f64284f4435ce6a0af4f3112fe34e116444b1d,11782.956437363682,53
0x577754308538f4be10a41afb4f8900cd24d7098f,0x8ca22b169ae66648e5a4d155473ef2940fc50f10,14774.764976741662,54
0xd6ba299fdd52f09f01d9648036ca446498c01ac2,0xfda2b6ba8035837024610a5d601305a4772e193b,13761.437287890456,55
0x905c58bd08384496022948bde9d2a31a2cafb958,0xbe9deb352c06de4d13094d3b005a2f6176e0b4f1,14936.919151271075,56
0x843edcd028b934def2fe178caf7f32756f4beff2,0xef361793cd6573a2ea89fb9913efb850fa5430f0,12953.886132165107,57
0xcb4da8b5cb522d14cbba667218c5562827c4b771,0x88d991c7b82b38c3946dd5254002c7509e62c89b,12587.664651154177,58
0x63090ea6afb98c9473a6d91cb66cfbf31afefb1f,0x6f978be565d6d01f74c819eec715a8a4d026b679,13897.820688192305,59
0x816c6b3b530184e078d3c89dc74e53c749cc0acc,0x1be86b54194e0185d797b09286f363ee03648af3,15969.48947737716,60
0x7a8ee352be59203fb99e874c83a6c70b23a22557,0xef361793cd6573a2ea89fb9913efb850fa5430f0,14383.871832389685,61
0x725898e4e2784026cdbf89f8dfe77dc965f2059d,0xa47a97907b93d454b7ec8c9a6b3d02ff838c052d,16477.52625358758,62
0x4f3070a2a31388c4897667752bbfac56d6426bb0,0x1a36a5e00724ede9f2058040c61f7e9ad0b0daf0,15182.68732037706,63
0x89b0869d0c38af44f7ceb985866ebfa0b33e3c45,0x286ef64d01b015ec5eb8b5da32cb1ebd235806fd,15487.955570722293,64
0xeda47c81c0f873dc52cedda6d95aba05be8b8eef,0xd6e251c23cbf52dbd472f079147873e655d8096f,13100.402478772336,65
0x81869cf94beea3021b94269ad41ed0b69fedae2f,0x94c8462edd20b1e2b3d44bd63c2e3c05acd73671,13218.799871179091,66
0xa61219986994faa88f77140820ed84e4dd936ea9,0x3ad530ed0f019b018aae1dfb75a5ce8a11ddf799,14005.80595928842,67
0x794d36a3b1eaa49b97ea4e3b52aca37977e916c6,0xc028752d06eb95cdd6a708346ba0849e2495fc3d,17588.760107130878,68
0xd03d6a433a903052df6420f3756a79b8cc7aadcd,0x99d8f6c4760a1078c3bceed9e27e397fb488e19a,13848.589861486678,69
0x407cc9424fd62a58b14d11af3169f0bc6e9ae0b8,0x55f58111180d5b856ffd7688ac1a83c7901edeb8,14912.451010804498,70
0xd78ae0cc628fc633cbc15641831fdff191d1dc9b,0xe39ec067dc8caca519b0ef9d7c7218a6ad20bc36,12792.078431742582,71
0x9f4cf7ea4bae2fce7ad3c1fc8fa17e901e3cc732,0xdd084a05770e5a85134701d2819de79429fb1304,14486.805123674594,72
0x00e146b83342807fb6d5ada66b9559de1fcb7635,0x078a440a8081b3267f14dbe15dceb028c13c83c9,14805.156160899664,73
0x98cf46ad000046c94367f312ee24c8297c60e1d4,0xbbd27de41c75703fbc5b4ad84aa813903bb2e80f,14647.196274764921,74
0x8ca817f27899447883bbe06223d7772a0fd9e403,0xb7285449d4d724457efcb17bb0aab764dad2015e,15088.178208733654,75
0x779d3785a9907ba019161da9296c894dc6e7a30d,0xeb3551a15169e024420f534a448795b3a2515765,16968.649127054734,76
0x16cac4488ea52c294dedbdcdb6906fa73a088380,0x38a75a8624bff4732f2298a515d3b606d090a0cb,15449.0931,77
0x930a6cd16e7b408b2edbea715e0ada85f6a753e4,0x69e758587e917bebe6d8033afd4fadec04336eb0,14691.114992256014,78
0x7c1e9d856ed64a295038809eb90cfd32e2af73f2,0x0fd40817091612a919e4393fd4cdb25b6112e31b,14263.410984243936,79
0x5a2f612d6ae32fedf11f48a7895e4dcd78937941,0x68ec59f4c70c9dab08d0a2f3cbde660c660e9350,15842.945957129592,80
0x03ebaf3f967767ea31c49025fd6928619ec43afd,0xc7bdf2bdc064310896794a9cd1db8eef07ffc32e,14685.094861834083,81
0xffa670245089044b1e355508a7843692a25a5e52,0xdce371e2762ac4250469f709c5b766e754e2c9a2,14311.307035650228,82
0x880517c4e61f634eb26e59e702726e2cbae53959,0x66b871992b2d3ebf1e5b94699275469800e796ca,16382.214806324011,83
0x47989ac5c0879ef6ca9f0278735453e53708a949,0x364b5e310709b4424f3248e11df3c79f8a60a3c7,15200.022537262208,84
0x81b86feda8f0eac2e88a71e30c62d179877dbd4d,0x290a2c307ede6a392103eafe706dc0d1570ce5b1,16255.961898791564,85
0xe3cba2dd0c1ab1419e3ebdb5babf2f18ec065807,0x74a8927bbb9f4ca8c0a3feede1b4b890a10342ee,14147.254924039886,86
0x0ad8484a353ad7e38bb893f8d331d5adbe1b71e5,0x4bfe6fa35149db081520aea5e503946572718756,13351.853589509527,87
0xd7f3ca7f43868f176e787375424f4231c3a949f9,0xeda47c81c0f873dc52cedda6d95aba05be8b8eef,16161.543831249453,88
0x8ac3b7bd531b3a833032f07d4e47c7af6ea7bace,0xc4e8600d5e8b478caf4443955369b48d72d00719,16725.43455313014,89
0xe4c68520d78b29150c4daeab415c1190c50c9bb2,0x9c90e60ef483c906eaf9b4e7a438b92d56a362f8,12498.05978658177,90
0x05ba8f096cd5c9bdfc568ee2b282680999a373a6,0x1cbae106f89f3cd4d4ba3d4d92cf2caedeb1dbac,16872.960128627492,91
0xee6e1f1dcdee441d29f0ded1a7ea8d395c6e21d4,0x153878e6d9c2eaf0db66336b6bc0d378b87789da,14522.165250380083,92
0xf6511ed068459cab3225fb900437fdfae446e53a,0x113844f9fdd2eb60e8083dec243c1d9522c8af9a,16493.872040404203,93
0xa086902ca6e836e1aaeeb6efe4e24350fb0e2401,0x18ca211b4cc7a9d06b45a0bda9dee282aca47f06,15788.648468526619,94
0xbaea3ed4a1a9cd58ccce5e0f52c68c852deb5c68,0xa0a19623fa75eae2eae5d45eb115574d6aee9390,16170.786302544033,95
0x0f91c61e58fd468b96f50aa53673b9ffccfaa89a,0xe10fd2a98505e27f1a320465c0fbb31f142aa706,2039.087935389225,96
0xc1c425042188c182c720f0853279cadf5e75ca87,0xa58871acb8e7d95bf26fb4828889a5bc04b8827b,12778.130627815899,97
0xaaec637c900bb196a381fce271e6cfdb2692e4dd,0x40ae276ca968c3d5461178fad0ff52f00ef148d8,15139.232760829234,98
0xcd911350d6fe15e85145d6e03f2573e19b1bc9bb,0x26574dcd0db966e4b88999f601486fe0d0379137,12584.468130883004,99
0xbb12ba94beac38af7e60841ccce50bccf58156fb,0x44155e9a18cbdb540dcff0b1aafb54cfa723ae11,14944.037962104107,100
0x39f82e1c09bc6d7baccc1e79e5621ff812f50572,0x8dc3ba6ac5abfb17dd1ea5c9219fa276db59676a,13418.166404188003,101
0xc437f6b9d6dc254046417aa7b0aae3673cb267cd,0x7edf38e871e45f5ba43353447099e31d327188e2,15260.28174817222,102
0xdda7960a274187f8aa0ae1737a6aa9342b244f2f,0x16dfa2c3b52aae5eaaccd191fa7d2849e6dd4210,13972.66142,103
0xaaf0e31bb5224b664aa7f16c519824e8ae8295ca,0x1a449fb2e65853dcf49451577cae1834b6505693,15038.877241507023,104
0xd651f242d9df253e53183acada0523ee55063d7f,0xec2d86edc26d619054bd327269b6cb3dcd23a365,13347.264499694047,105
0x927eb5472ae6124e561287052ba08e71b72ab8c5,0x651ed6aa3fcf9726567183880190c84b52ffde19,14238.289011593175,106
0xbc5b7170946b3c50c5cc2ca79fe505e29f4ffe44,0xdd2a6104563d84dbf28c974c2532c62a2ab0b6ea,15729.535255025761,107
0x8b488bb5567630e78574cf87afeaa98d76cb846d,0xac8faba6410d0b51c4f5209df09df9df09cb8f8d,16696.190270137016,108
0x07ae54d2cca63499e1b18bd44ef724cd2b1504cc,0xf54bbc643ab9f5d23a995afb9aa0d1f523b5d3dd,14570.622155717583,109
0xb8f622392d62bf1b4cc825591ed7fafdf8409216,0x691649f8bff990271b207da5b09c7e6e3c9a20b4,14375.877665942664,110
0xe333e33e170523fee2404976b1d8a59172ad3a52,0xca36b5b4d2116e36c06b015c91a428485a47861b,15233.76908016634,111
0x657d302f6215a1e6ac402ea251013b9a30e90fc5,0xa1f214ac84f415a7f70cde1c339f376952f3f787,16118.193422065624,112
0xff209e4a1ce114ec3e245cf48fa19eeaff9cec31,0xca22475c4e661dd31340a9d6a7ec669f694ff981,15691.33814007531,113
0x4a9f79d11c8aa1989647fee30c194d53abd4ddb4,0x559b92a49a06bac3e9e2891e6970db6e572ef3cd,12117.785998444777,114
0xba786f8ea9c1474ee19f8b9792fce16bf25ed6ee,0x347a7c61d655e72cb3230b6b964c52f070d887ef,13015.09669,115
0xabe13221982d3220a2b61e555e100ebd2edba4e2,0x882e66becb699db65a45f80613995658b2f73150,15303.892936691827,116
0x22ccdd76da6ea44a34cf71d61a6f664a4efb5e60,0x2db898c7146a79658284d3c1f378b0bd4de02348,14454.452393097663,117
0x51c0d24ccc5d9b0dd793052cb2d41efde2568056,0x8771d262c0c31da28a8c42b89d8cf3fb8396e6dd,15017.633979021433,118
0x2c4fbce6eb44fb7847bd9784c63213eee683a8c8,0x4a31884ed8b745b57e7d59f7454c792c8b1fe5c3,15771.327376670397,119
0xbaa4224a73405f75187044191c713b9ede6d3f8c,0xb64d5244310bc31b0b17bbacba340bcd47456e14,15497.325612447283,120
0x96e7fe4d4592f014ebaa97909d06802b4c1bcc21,0xd92a3fafc71c2c3cde19665c9f46ec67638e33a1,14270.86726093135,121
0x9de9fc6bb19bf6cc1f68f6c9bc3cf55d0e175b84,0xaa4e0c93fb97f2512be69d454096ce385e25daf3,13322.352871752162,122
0x2c934cd327d06eca3c8232ae66a818e1d9daf0c9,0xadc445c80282504e4af6afeb5681fded2c3d6069,14943.706128903115,123
0xbe658044c1b4c2ec65d2c03e38850eec3d46aa84,0x137dd2dbee265a2ccd415f203bce1f68820af83a,15114.246447546391,124
0x45f0ae86aea244f771bf3ed5e4d3fab868a396bf,0x49042ae512db9ef9692e8a65977356d02fb8fbdd,14106.088519910865,125
0xb425c3ac3989bdc7ec23863f6753bff056af997f,0x35a48ae3bdd142d4429af869ce8ca1b19c829aac,14531.398669881959,126
0xde16d722c7c364efa2572ccd45466a44581cf8d2,0x773860b5f1b88be209467e78ddd8859fd5e80b66,18479.173448676516,127
0x7a8ee352be59203fb99e874c83a6c70b23a22557,0x90c61e65de8543a1e3daeda46d03fea897886666,14250.044783880541,128
0xda3ee1edb0c1d856f1423b0ffeeb713cc5da8984,0xdad6c712fb69b8567240f88db440a929808bcc58,13173.923275216488,129
0x0bb3d56593906e55aaa3b3f3e525b90b857fe0ce,0x4281c296369fe85620450f5933b9fcc33287bfab,14117.954116449504,130
0x086a1cab416461d0f92e75b1713cb3b8b44377fe,0x6840e1b08ee1b07323601cb517a7fa770209cbc9,13660.398235864546,131
0xae78d0205239afc14f30e731c0d0afe0b42ca042,0xd8e1513d1a0a4e3cc8c528b050d92879f4a9900c,14469.067729951748,132
0x2d0f360af8d1465d32e7908f1f3e4c4735acebb3,0x22ccdd76da6ea44a34cf71d61a6f664a4efb5e60,13839.646641580914,133
0x1f417f20375bd5610bd91bdef059c71fd38185c1,0x559b92a49a06bac3e9e2891e6970db6e572ef3cd,13414.846578544857,134
0xa182118703eca1c8a55b242298bda53985f1fb07,0x9d877157c1c811cc5b7593c43719ac825f6c1d88,12884.555327269118,135
0x8ed9b6d415fa1327948935eb61ac908d52dadfe3,0x2e0925b922fed01f6a85d213ae2718f54b8ca305,13316.801474153708,136
0x2d2e9bc176773d49eea98d6983fb4931d1d87707,0x8ff77caca3c5421b69f655c0b54c66c57c04dee0,18728.000574175665,137
0xbe9deb352c06de4d13094d3b005a2f6176e0b4f1,0xddeb20c701d3dc5af1d356db0fd4bc37f1282e1d,16251.80951432373,138
0xfcf7746b6a779785b8ad57b73519b8b446ab81ed,0xcdcace0693e828baa1857ee5b127419bb5e7fc56,15883.574861901405,139
0x47989ac5c0879ef6ca9f0278735453e53708a949,0x9376911f6cb8db100cf7a9bba658921cab8229fa,14735.796194518725,140
0x07f3c48b2cd667dcc915384c1d30be2973898a26,0x96e7fe4d4592f014ebaa97909d06802b4c1bcc21,15562.185275757958,141
0x44a12f1064beac8b97d973667037a8bb92f16f78,0x9acd44c84b1d4d4918f02832ebab61203dee6136,16441.35010740335,142
0x004fd71e61d0fb00f974635faec45195b8239607,0xd6e251c23cbf52dbd472f079147873e655d8096f,14155.462633813466,143
0xc1ae19884e5d529872028c3ec1c9fe259d4275b2,0x463667453bef14157dc8fc348fcec7b01c6a71ea,15010.052040277942,144
0x651ed6aa3fcf9726567183880190c84b52ffde19,0x8da4fc8aefcaafb448d3cc811de195f91785d90e,17468.98561977168,145
0x41625efc8faf9a45b7e2573215897be5a4753c51,0x44dfd25009c1b5b9bdfe3749b98bbcab6df19f1c,13973.618504847387,146
0x407cc9424fd62a58b14d11af3169f0bc6e9ae0b8,0x0bdc9e8dd3cf34b207a2f547f45a23e5808d84fb,13870.843670059625,147
0x23e7d4a7b30c95bd96e091ca63aa6f27a242b2ae,0x2c1a91f45c0decdbf8c2b84abdb0a349237f7f41,16082.160311796426,148
0xa54843f79634c44f482003f687a03abf39cd3a40,0x233a6d15859e0be9d61e78ddb232e638c8152aa5,15396.73976540001,149
0xc4f5d6d031cba61e837c43c5d5f9f27005017bfd,0xb0309f24f0d5070cd91bba26a523e28b997bb0d2,15874.981629089672,150
0x36e6b16f3c641a903e02fa5d002077ff7d2e09ec,0x2e92f273cc113e8044901d07dcf41044861553bf,12596.787643477313,151
0xcc45da3fe17aca6662b9ae9699183f8132ac619e,0x6d2eeab1c90aaf2537c11d1a05a93fdf029607d2,13142.46486445624,152
0xd63b5e22846955862522b3a4f6ed83fa6c982acb,0x060c27236526dbdfd401ae7efe6a556633e2f9b8,15848.566386917952,153
0xc0c4c218d63aa86784ecafda70260c26c9ef79bb,0x5c9bb7c596d0ac11ededd7e0bf4c0cc99e3a88e4,15641.476250661482,154
0x039ac775da10f6fe035a903a9d3652e110e9243b,0x18380f956569572a193a53e066c9e3d6211c2d38,13154.277471783475,155
0xb861dba00f3213878d23606b20e3871f34c12020,0x07f56404924fdf1b307a6e1f9e22b06ae5532fbc,15461.103657306856,156
0x920d9340180b2482aa74828365d48c93b4539198,0x2c4fbce6eb44fb7847bd9784c63213eee683a8c8,15250.447834694904,157
0x3bf680566aae3798fe0b10c1f0ff284005af83c5,0x3e71b7af0ce89138ac7539a195c6395fff58bb83,15227.470692962035,158
0x98cf46ad000046c94367f312ee24c8297c60e1d4,0xb618894715ba7fa4901ccc99fcf097b0c391536d,13593.901455105955,159
0xb1c89ffcef4d8a5202b8baad65dd26da0855c87b,0x6d276f36f2f21d44f048bc4488dde11cb0fd3a0d,15304.212592072583,160
0xf43549f7f704c22ac00b2201f9dad1493290a535,0xc338a59961876d08d5200833c2d77192a10716d0,12903.284234505489,161
0xf1c0bf7e6410bfba5f576e55a57ef62e0c2e8a1e,0x9f4cf7ea4bae2fce7ad3c1fc8fa17e901e3cc732,14151.04585333457,162
0x9acd44c84b1d4d4918f02832ebab61203dee6136,0x2a3fab88aa247b222f23a804d3f4b1437bb6cda7,11718.888134889105,163
0x5ab61b1c1a64d396f315039b584c14a04120da23,0x7edd74b05caacd2c9658739abdd3230f39846248,13066.148026661913,164
0x33cf50090c6a9859ffeaa409e025c6e361726fd9,0xa1154e580cec142f95096507d91a8ca0f85ab5f3,14133.09538073296,165
0x35cd4fa0d85c36f978a3dbee50670574c76993f6,0x79c40a2f24b14341b8eca580df4702b5748343fc,16104.56018706056,166
0x6c201eeced4f16a767802b0e21ceee959e0e3793,0xd4593947e9b1d5d503caf8ce90102967ac635593,13157.873668993258,167
0x4ec2296622eae06860693eb1f6a0d4aa4f49430c,0xf9756c5986e78e8c38e06749825c4850dcb662eb,15458.316511415007,168
0x9376911f6cb8db100cf7a9bba658921cab8229fa,0x86b61ffe9ce4da504e6b7cf3f0925c1941265074,16817.068192178427,169
0xa58871acb8e7d95bf26fb4828889a5bc04b8827b,0x1de02529c5c5df6dfb7674ef8773117c2dff7cd4,13080.25098539967,170
0xadc445c80282504e4af6afeb5681fded2c3d6069,0xc923cceb5f8181e7b83b9a846a299362263db1a1,13189.14479529308,171
0x36610d6083e60d1f8ea9650803ad6fb88533672d,0x6ea0e02fb6ee893dc3b70b98df1a48165d28eb09,16220.866125665334,172
0x347a7c61d655e72cb3230b6b964c52f070d887ef,0x00e146b83342807fb6d5ada66b9559de1fcb7635,15341.093776176614,173
0x4bfe6fa35149db081520aea5e503946572718756,0x2c934cd327d06eca3c8232ae66a818e1d9daf0c9,10788.710241984758,174
0xfcf9a3467d3d93688fb17b4ebb6b681b1fa29f94,0x02af9102a2b6e8fc4dbfc65e7d9280f732374fb3,27586.72716468571,175
0x47f0175366c3235fc8e51d9f4cf9167f4e5b77a4,0xe333e33e170523fee2404976b1d8a59172ad3a52,16126.294580664544,176
0x329a08a763506d1897159afa136ebbc80c997d5e,0x346dc167fb52e26f93e8d8cb6377ee8c4c850f02,17088.292760731718,177
0xf5508594b7072b405c6278a083cf3ab2cfc67670,0xb2e2e656aaaaa0edf8a448d9a2cb6ea1d0cb6860,13613.647167957233,178
0xe830a21f1a26a7b0ab477f4b7a11602e582ed721,0x6c5b6a1de1f83da0587febd1851343ec51aaf376,14930.954916499513,179
0x57537fbd3a4dd084f6bdf76baf88ec87955ddecc,0xa779f99587241b39021a7c1508405607e751c95f,13607.603590824301,180
0x8fac74197ff0f808c51526dfac521ea430888a7a,0x4acd2007d073318d59859adb6c204eec8ada10d8,14769.242213316464,181
0x0ed9a86e19a3eb8081c036e7bc9e51f4c835c9c2,0xf454690f55bcddc5d8a29268d60bc158c49da5bc,14363.364803430646,182
0xc3b34de3e302dc5c357c9647b1bd223eea847ff5,0xd08041262c12eb441ffb76d90aac6bbd4ead64f9,13493.315336030333,183
0xf24dd92ee52bb0de1bab87766a4a3f1c17b2c4d9,0x8b826e2a06643f1e356a599aed7f7eb7eaecedf4,12856.368432171283,184
0xee6e1f1dcdee441d29f0ded1a7ea8d395c6e21d4,0xa315cb6477bddda3cbb93d81742b7aa719d5dc41,14783.10084260881,185
0xac3e030103fa273e36f2cd7ece1f316961be6fe5,0xcf741923dc066c7d712376efcecd1ff01545a71f,17050.379079067192,186
0x16cac4488ea52c294dedbdcdb6906fa73a088380,0xd5b51c1ff877400a867386cf0fe543d76d9a1089,16504.585333207593,187
0xa086902ca6e836e1aaeeb6efe4e24350fb0e2401,0x081ceadbcc5c2f293711b102652baa1cbccf4e52,13583.10022827654,188
0xc7bdf2bdc064310896794a9cd1db8eef07ffc32e,0x4fdee5d87480db6b32737a9ebd38ca8aa6401b03,14465.686363116467,189
0xb1ccf0d27bb3e844bb692e2577089b2f822d5aad,0x62df92f5b693043eb241c9bedb1b8ee1d1c218d4,14150.621635252348,190
0x8ac3b7bd531b3a833032f07d4e47c7af6ea7bace,0x24113adf73a7848789c0c8d2f068bd8f4f5cd876,14532.13765434984,191
0xe61fce77abc7e2b68c3e22741d34b853f76ad7aa,0xd71c28cf3efe7343ec63162b486f837e162a0b4c,14033.79985945562,192
0x4d4f66b55d392e09a5dc90e5dcf64e312ad38275,0x3cb73b01ec49a74c2b14a079c1f3fac4608235ad,15820.719543836027,193
0x85325abae53326a0850a742bbd664db8ae29d3b9,0xcc45da3fe17aca6662b9ae9699183f8132ac619e,14820.29104058036,194
0xfd7eacfb92beaacbb69e9f9aef781022b210672e,0x49042ae512db9ef9692e8a65977356d02fb8fbdd,16629.95279863056,195
0x70a41a75e143ac5674d6f9aecd961435b2526a1b,0xa24d3657c13f26c04c8a393cbcc12705d6ac8abf,15073.993724232654,196
0xc66a08a27e1c8f0aafbb679c560da262c5614b3a,0x3e71b7af0ce89138ac7539a195c6395fff58bb83,15564.69831772321,197
0x213545e17ebefaf9623f78e374412915423518ac,0xb5b165fee7ada0b0a2d3fd0f2ca0e5e66e70b239,14069.736253173434,198
0x86603120af1e76f8c8550c3f854ddffb93db14bb,0x646142948a3add1d05edb7789d73a14ef261e109,15611.587014330446,199
0x329a08a763506d1897159afa136ebbc80c997d5e,0x3096616cc3e90731c69f2174c870e4dbaf2dae73,14683.86124252103,200
0xfa45921781154db0fcb8468b20a368e48cc8bf4f,0x594f45114e108d0cf2bedae368fba91ca799da54,14912.996008537302,201
0xaa4e0c93fb97f2512be69d454096ce385e25daf3,0x153878e6d9c2eaf0db66336b6bc0d378b87789da,13031.27514,202
0x88b8bd8bfa1f2ba63f7c9c3613596b98eee4cfbe,0x8e4ac7b757d4d65821a4cd56405544b6aa82de94,14277.18354088056,203
